,precio,shipping,product,customer,category,seller,order
1264,95.03,89.36,10.0,45190.0,fashion,17.0,45190.0
1265,15.89,30.66,4.0,17862.0,technology,3.0,17862.0
1266,820.05,31.0,9.0,16432.0,sports,8.0,16432.0
1267,640.0,26.52 real brasileiro,5.0,41557.0,toys,20.0,41557.0
1268,231.27 reais,63.86,1.0,24817.0,toys,7.0,24817.0
1269,109.82,13.59,13.0,507.0,toys,7.0,507.0
1270,1514.0,44.11 reais,9.0,37227.0,technology,1.0,37227.0
1271,18.04,7.77,8.0,28847.0,toys,11.0,28847.0
1272,211.91,29.41,1.0,17722.0,technology,16.0,17722.0
1273,159.9,4.24 REAIS,2.0,30402.0,TECHNOLOGY,11.0,30402.0
1274,40.8,26.04,3.0,53746.0,FASHION,3.0,53746.0
1275,125.46,35.01,6.0,22480.0,fashion,17.0,22480.0
1276,949.9 Reais,19.96,9.0,11290.0,fashion,9.0,11290.0
1277,692.0,46.76,12.0,44042.0,HEALTH,21.0,44042.0
1278,394.65,19.65,13.0,11771.0,toys,3.0,11771.0
1279,820.05,133.37,1.0,42480.0,TECHNOLOGY,10.0,42480.0
1280,329.93 real,45.05,0.0,8056.0,technology,22.0,8056.0
1281,367.0,2.46,11.0,7382.0,fashion,7.0,7382.0
1282,966.9,28.77,2.0,20587.0,technology,17.0,20587.0
1283,56.89,55.92,15.0,14576.0,sports,5.0,14576.0
1284,95.03,49.93 REAIS,3.0,2534.0,FASHION,8.0,2534.0
1285,453.7,34.33,8.0,46575.0,TECHNOLOGY,11.0,46575.0
1286,126.69,nan,17.0,47209.0,valores em falta,3.0,47209.0
1287,no_info,nones,13.0,1225.0,nones,10.0,1225.0
1288,18.04,20.33 Reais,9.0,56406.0,fashion,13.0,56406.0
1289,215.94,30.66,13.0,21850.0,health,12.0,21850.0
1290,95.03,59.62,0.0,51495.0,FASHION,10.0,51495.0
1291,514.0 real,12.28,11.0,56668.0,fashion,16.0,56668.0
1292,167.5,2.16,13.0,12542.0,technology,2.0,12542.0
1293,475.0,47.55 r$,1.0,28726.0,toys,22.0,28726.0
1294,509.99,39.68,3.0,15705.0,technology,7.0,15705.0
1295,266.55,50.83,6.0,54387.0,technology,2.0,54387.0
1296,419.9,50.28,4.0,3975.0,fashion,3.0,3975.0
1297,107.63,39.07,0.0,11451.0,toys,4.0,11451.0
1298,509.99,nan,16.0,42432.0,sports,10.0,42432.0
1299,312.89,42.17,1.0,13475.0,FASHION,5.0,13475.0
1300,13.7,23.05 real brasileiro,8.0,22229.0,toys,5.0,22229.0
1301,720.99,72.67,1.0,53723.0,sports,23.0,53723.0
1302,78.73,49.26,0.0,15880.0,TECHNOLOGY,0.0,15880.0
1303,399.2,47.55,15.0,25770.0,SPORTS,1.0,25770.0
1304,10.18 r$,41.54,3.0,57388.0,fashion,7.0,57388.0
1305,189.99,47.61,4.0,22269.0,health,20.0,22269.0
1306,231.27 REAL BRASILEIRO,43.52,1.0,21365.0,FASHION,6.0,21365.0
1307,419.9,89.34,17.0,26757.0,toys,16.0,26757.0
1308,91.33,38.48,0.0,52146.0,toys,21.0,52146.0
1309,NAN,30.66,2.0,48027.0,TECHNOLOGY,22.0,48027.0
1310,820.0,5.59,0.0,40136.0,technology,7.0,40136.0
1311,420.07,41.41,10.0,11511.0,fashion,12.0,11511.0
1312,167.0,89.73,6.0,1351.0,sports,3.0,1351.0
1313,111.27,7.56,13.0,2080.0,technology,10.0,2080.0
1314,114.62,18.79,3.0,58241.0,fashion,17.0,58241.0
1315,151.99,14.59,7.0,60292.0,fashion,20.0,60292.0
1316,58.1,44.73,10.0,57038.0,fashion,7.0,57038.0
1317,309.9,47.55 REAL,1.0,60620.0,FASHION,10.0,60620.0
1318,68.1 real,10.29,1.0,50349.0,health,7.0,50349.0
1319,249.5 r$,50.28,6.0,37892.0,technology,22.0,37892.0
1320,178.99,42.02,5.0,37622.0,TOYS,9.0,37622.0
1321,16.89,16.23,13.0,4500.0,valores em falta,7.0,4500.0
1322,128.99,101.57,8.0,56295.0,HEALTH,4.0,56295.0
1323,620.1 Reais,82.09 R$,10.0,62032.0,fashion,22.0,62032.0
1324,128.65,22.56,13.0,20268.0,HEALTH,24.0,20268.0
1325,71.8,15.24 r$,9.0,8793.0,technology,6.0,8793.0
1326,359.6,22.56,8.0,19827.0,technology,22.0,19827.0
1327,155.44,21.21,8.0,48340.0,technology,5.0,48340.0
1328,128.99,29.07,2.0,6653.0,sports,4.0,6653.0
1329,517.65,40.73,4.0,22071.0,sports,7.0,22071.0
1330,475.0 REAIS,50.28 REAIS,4.0,27195.0,HEALTH,7.0,27195.0
1331,42.89,2.46,4.0,39309.0,health,5.0,39309.0
1332,354.9,11.39,13.0,34682.0,no_info,7.0,34682.0
1333,NO_INFO,N/A,5.0,20194.0,N/A,10.0,20194.0
1334,403.9 REAIS,52.64,1.0,23765.0,TECHNOLOGY,13.0,23765.0
1335,2139.99,48.32 R$,6.0,29486.0,SPORTS,7.0,29486.0
1336,679.0,61.3,9.0,49130.0,sports,3.0,49130.0
1337,89.21,18.4,3.0,56237.0,fashion,15.0,56237.0
1338,403.9 REAL BRASILEIRO,51.45,9.0,11476.0,TECHNOLOGY,1.0,11476.0
1339,95.03,12.58,6.0,58482.0,technology,22.0,58482.0
1340,1590.0,63.79,14.0,2641.0,fashion,20.0,2641.0
1341,304.99 REAL BRASILEIRO,6.87,11.0,24998.0,FASHION,1.0,24998.0
1342,44.95,44.33,13.0,3740.0,TOYS,20.0,3740.0
1343,83.36,47.55,1.0,21522.0,fashion,22.0,21522.0
1344,236.52,19.86,4.0,54300.0,technology,8.0,54300.0
1345,76.6,55.54,0.0,47584.0,FASHION,7.0,47584.0
1346,49.99,82.93,9.0,17565.0,sports,8.0,17565.0
1347,264.5,53.29,1.0,24291.0,toys,5.0,24291.0
1348,87.27,34.33,12.0,45340.0,SPORTS,3.0,45340.0
1349,18.04,111.38,14.0,42127.0,FASHION,15.0,42127.0
1350,399.2,30.66,6.0,41708.0,TECHNOLOGY,2.0,41708.0
1351,92.5,28.79 REAIS,12.0,932.0,SPORTS,1.0,932.0
1352,252.99,38.63,2.0,46058.0,technology,7.0,46058.0
1353,108.64,2.98,15.0,49319.0,sports,9.0,49319.0
1354,55.15,49.27,1.0,61010.0,fashion,1.0,61010.0
1355,50.21,27.2,13.0,17047.0,sports,6.0,17047.0
1356,nones,54.51,14.0,59081.0,nan,1.0,59081.0
1357,167.68,40.33,12.0,20707.0,sports,21.0,20707.0
1358,125.46,19.65,8.0,60731.0,technology,10.0,60731.0
1359,399.2 R$,22.18,1.0,61616.0,technology,13.0,61616.0
1360,223.51 r$,27.2 r$,8.0,6389.0,technology,7.0,6389.0
1361,949.0,26.02,13.0,1594.0,TOYS,21.0,1594.0
1362,692.0,12.61,9.0,57480.0,health,1.0,57480.0
1363,49.38,66.93,10.0,38983.0,fashion,1.0,38983.0
1364,1589.0,38.66 r$,1.0,45344.0,technology,1.0,45344.0
1365,180.54,47.55,2.0,28444.0,toys,20.0,28444.0
1366,36.5,30.66,0.0,23323.0,TOYS,17.0,23323.0
1367,234.89,24.44,1.0,52425.0,TOYS,3.0,52425.0
1368,71.25,90.06,3.0,47698.0,fashion,8.0,47698.0
1369,72.4,13.8,4.0,20536.0,HEALTH,11.0,20536.0
1370,100.0,56.92,7.0,30364.0,fashion,1.0,30364.0
1371,48.99,20.9,6.0,48347.0,technology,6.0,48347.0
1372,453.7,34.33,8.0,46575.0,technology,11.0,46575.0
1373,97.05,47.55,9.0,470.0,fashion,19.0,470.0
1374,159.9,61.53,10.0,22812.0,fashion,10.0,22812.0
1375,274.49,24.23,0.0,36507.0,technology,4.0,36507.0
1376,344.0,22.0,9.0,7595.0,HEALTH,20.0,7595.0
1377,1164.9,23.71,1.0,7778.0,toys,17.0,7778.0
1378,308.5,66.83,15.0,56536.0,sports,4.0,56536.0
1379,95.03 real,4.34,12.0,45058.0,health,1.0,45058.0
1380,692.0,21.65,8.0,17850.0,technology,8.0,17850.0
1381,34.0,107.12,9.0,51817.0,health,13.0,51817.0
1382,nones,nones,9.0,4819.0,nan,1.0,4819.0
1383,50.4,7.94,9.0,51966.0,technology,22.0,51966.0
1384,820.05 real,53.29,0.0,9679.0,toys,19.0,9679.0
1385,NONES,20.91,1.0,40543.0,NONES,14.0,40543.0
1386,517.65,36.72,2.0,60350.0,technology,16.0,60350.0
1387,167.0,50.28,12.0,38209.0,sports,1.0,38209.0
1388,nones,46.76,8.0,19010.0,technology,2.0,19010.0
1389,95.03,38.84,4.0,48913.0,fashion,12.0,48913.0
1390,42.89,38.66,4.0,62618.0,TECHNOLOGY,10.0,62618.0
1391,159.9,61.53,10.0,22812.0,fashion,10.0,22812.0
1392,50.21,78.2,4.0,23284.0,FASHION,3.0,23284.0
1393,nan,valores em falta,12.0,63145.0,n/a,11.0,63145.0
1394,107.63,51.05,1.0,709.0,fashion,10.0,709.0
1395,nan,54.51,14.0,59081.0,valores em falta,1.0,59081.0
1396,148.5,37.91,12.0,24626.0,sports,1.0,24626.0
1397,152.72,30.66,0.0,33422.0,toys,12.0,33422.0
1398,135.13,24.08,7.0,5597.0,fashion,5.0,5597.0
1399,34.36,44.33 real brasileiro,14.0,31521.0,fashion,3.0,31521.0
1400,401.34,36.86,6.0,34473.0,sports,7.0,34473.0
1401,329.2,34.33,15.0,28466.0,sports,2.0,28466.0
1402,692.0,48.82,16.0,41086.0,sports,16.0,41086.0
1403,168.9,47.55,4.0,61946.0,technology,3.0,61946.0
1404,16.89,16.23,13.0,4500.0,TECHNOLOGY,7.0,4500.0
1405,959.99,32.88,1.0,46669.0,TECHNOLOGY,5.0,46669.0
1406,8.8,123.8,4.0,22059.0,fashion,19.0,22059.0
1407,153.75,32.34,3.0,22078.0,toys,21.0,22078.0
1408,78.73,38.98,1.0,27241.0,toys,1.0,27241.0
1409,66.0,20.9,1.0,52377.0,technology,1.0,52377.0
1410,66.0,NAN,10.0,37692.0,FASHION,13.0,37692.0
1411,71.8,61.25,15.0,27914.0,SPORTS,12.0,27914.0
1412,125.46,22.18,9.0,32914.0,technology,2.0,32914.0
1413,VALORES EM FALTA,82.12,4.0,26642.0,SPORTS,22.0,26642.0
1414,87.0,30.24,10.0,19801.0,fashion,15.0,19801.0
1415,314.91,86.34,2.0,44679.0,technology,9.0,44679.0
1416,48.4,69.37 Reais,4.0,8874.0,sports,6.0,8874.0
1417,1122.0,N/A,0.0,57734.0,TECHNOLOGY,7.0,57734.0
1418,249.5 R$,50.28,6.0,37892.0,TECHNOLOGY,22.0,37892.0
1419,117.56,25.26,14.0,5372.0,fashion,7.0,5372.0
1420,712.9,45.86,2.0,1925.0,technology,5.0,1925.0
1421,820.0,38.66,4.0,11216.0,health,8.0,11216.0
1422,122.3,NONES,12.0,41834.0,HEALTH,7.0,41834.0
1423,34.0,12.22,3.0,35321.0,TECHNOLOGY,16.0,35321.0
1424,76.6,70.34,3.0,39356.0,fashion,7.0,39356.0
1425,399.2,55.54,8.0,4131.0,technology,12.0,4131.0
1426,56.89,227.57,9.0,19351.0,technology,21.0,19351.0
1427,nan,67.11,2.0,51687.0,valores em falta,8.0,51687.0
1428,NAN,NO_INFO,0.0,12554.0,NAN,11.0,12554.0
1429,120.38,4.97,4.0,47446.0,technology,7.0,47446.0
1430,1060.0,15.17,1.0,17085.0,technology,10.0,17085.0
1431,2899.0,31.8,1.0,50565.0,toys,12.0,50565.0
1432,395.6,49.16,2.0,31841.0,sports,12.0,31841.0
1433,1589.0 real brasileiro,67.11,9.0,1718.0,technology,0.0,1718.0
1434,692.0,2.75 REAIS,1.0,32347.0,TOYS,5.0,32347.0
1435,128.99,10.33,1.0,11000.0,SPORTS,3.0,11000.0
1436,0.85,82.12,11.0,20580.0,fashion,5.0,20580.0
1437,28.55,133.52,6.0,23487.0,health,1.0,23487.0
1438,274.49,24.23,0.0,36507.0,TECHNOLOGY,4.0,36507.0
1439,49.38,33.74 REAL BRASILEIRO,9.0,10905.0,SPORTS,9.0,10905.0
1440,79.8,17.0 REAIS,12.0,15437.0,TOYS,10.0,15437.0
1441,86.96,6.54,9.0,32533.0,health,19.0,32533.0
1442,640.0,78.84 reais,7.0,15515.0,health,3.0,15515.0
1443,419.9 r$,116.88 real brasileiro,7.0,49877.0,health,9.0,49877.0
1444,nones,74.2,16.0,45823.0,sports,3.0,45823.0
1445,42.89,32.34,1.0,1650.0,sports,6.0,1650.0
1446,319.29,61.74,2.0,49681.0,technology,3.0,49681.0
1447,2899.0,53.29,7.0,10382.0,HEALTH,9.0,10382.0
1448,n/a,50.28,9.0,53950.0,nan,5.0,53950.0
1449,490.9,n/a,12.0,33165.0,sports,5.0,33165.0
1450,65.06,6.08,4.0,21547.0,health,19.0,21547.0
1451,2899.0,31.8,1.0,50565.0,toys,12.0,50565.0
1452,527.9,30.16,5.0,39781.0,TOYS,3.0,39781.0
1453,461.9,12.28,2.0,25006.0,sports,22.0,25006.0
1454,820.0,32.34,6.0,3294.0,fashion,23.0,3294.0
1455,218.9,97.46,6.0,26731.0,fashion,7.0,26731.0
1456,354.9,11.39,13.0,34682.0,toys,7.0,34682.0
1457,319.29 real,16.45,2.0,55432.0,health,22.0,55432.0
1458,0.85,9.49,0.0,55257.0,fashion,1.0,55257.0
1459,639.0,48.35,1.0,35923.0,health,19.0,35923.0
1460,172.99,17.44,4.0,14380.0,health,12.0,14380.0
1461,84.55,9.61,1.0,36249.0,toys,20.0,36249.0
1462,959.99,49.52,9.0,56073.0,technology,5.0,56073.0
1463,156.3,32.34,1.0,1003.0,health,5.0,1003.0
1464,128.99 r$,nones,4.0,54845.0,fashion,15.0,54845.0
1465,128.99,70.39,2.0,16674.0,health,10.0,16674.0
1466,142.14,1.43,4.0,14990.0,technology,7.0,14990.0
1467,820.05,133.37,1.0,42480.0,TECHNOLOGY,10.0,42480.0
1468,475.0,15.67,13.0,6102.0,technology,24.0,6102.0
1469,4099.99,41.41,16.0,57216.0,sports,7.0,57216.0
1470,188.8,97.74,16.0,15388.0,SPORTS,17.0,15388.0
1471,95.03,57.81,0.0,52572.0,health,5.0,52572.0
1472,419.9,70.82,3.0,27054.0,toys,3.0,27054.0
1473,127.77,41.42 R$,1.0,57048.0,fashion,0.0,57048.0
1474,475.0,15.67,13.0,6102.0,technology,24.0,6102.0
1475,145.95,34.33,1.0,4269.0,fashion,1.0,4269.0
1476,31.0,67.11,6.0,14967.0,sports,6.0,14967.0
1477,495.95,29.6,9.0,29633.0,FASHION,17.0,29633.0
1478,14.5,24.23,6.0,61033.0,technology,8.0,61033.0
1479,95.03,56.65,4.0,47739.0,sports,4.0,47739.0
1480,159.9,95.82,17.0,12734.0,toys,18.0,12734.0
1481,68.2 Reais,47.55,13.0,11665.0,health,0.0,11665.0
1482,110.25,3.41 real brasileiro,7.0,24786.0,health,8.0,24786.0
1483,777.0,0.62,1.0,9923.0,technology,9.0,9923.0
1484,699.0,38.66,16.0,2530.0,sports,3.0,2530.0
1485,328.0,47.55,9.0,9465.0,toys,0.0,9465.0
1486,142.0,25.17,12.0,15069.0,TOYS,4.0,15069.0
1487,nan,nones,0.0,34629.0,nones,22.0,34629.0
1488,56.89,50.83 real brasileiro,7.0,46040.0,fashion,3.0,46040.0
1489,330.99,43.34,5.0,31999.0,toys,1.0,31999.0
1490,719.0,140.52,3.0,7106.0,technology,17.0,7106.0
1491,194.0,20.91,1.0,40543.0,fashion,14.0,40543.0
1492,125.46,120.19,3.0,6073.0,toys,10.0,6073.0
1493,217.91,113.01,13.0,13053.0,TOYS,11.0,13053.0
1494,23.95,21.25,4.0,41896.0,health,22.0,41896.0
1495,100.0,56.92,2.0,19987.0,health,19.0,19987.0
1496,123.49,14.43,9.0,14298.0,FASHION,14.0,14298.0
1497,137.88,47.55,13.0,13542.0,valores em falta,8.0,13542.0
1498,142.14,54.51,0.0,28857.0,FASHION,9.0,28857.0
1499,101.75,34.31,6.0,51214.0,health,5.0,51214.0
1500,329.2,valores em falta,15.0,28466.0,sports,2.0,28466.0
1501,89.81,valores em falta,17.0,51603.0,toys,11.0,51603.0
1502,49.38,33.74 real brasileiro,9.0,10905.0,sports,9.0,10905.0
1503,35.35,66.9,9.0,43546.0,toys,1.0,43546.0
1504,42.89 Real brasileiro,47.55,15.0,53111.0,sports,3.0,53111.0
1505,47.33,32.88,0.0,28093.0,n/a,5.0,28093.0
1506,579.75,42.48,2.0,38213.0,SPORTS,17.0,38213.0
1507,145.99,63.1,11.0,36397.0,fashion,17.0,36397.0
1508,95.03,49.93 reais,3.0,2534.0,fashion,8.0,2534.0
1509,692.0,78.42,8.0,18357.0,health,17.0,18357.0
1510,12.8,13.59,5.0,18682.0,toys,19.0,18682.0
1511,59.88,34.33,6.0,33003.0,sports,12.0,33003.0
1512,58.99,12.86,0.0,11874.0,SPORTS,3.0,11874.0
1513,217.91,6.87,8.0,3672.0,TECHNOLOGY,3.0,3672.0
1514,83.88,70.89,6.0,46128.0,valores em falta,10.0,46128.0
1515,58.1,61.25,4.0,47825.0,fashion,0.0,47825.0
1516,231.27 Real brasileiro,43.52,1.0,21365.0,fashion,6.0,21365.0
1517,224.9,104.16,1.0,4637.0,FASHION,8.0,4637.0
1518,95.03,12.58,6.0,58482.0,TECHNOLOGY,22.0,58482.0
1519,308.5,66.83,15.0,56536.0,sports,4.0,56536.0
1520,95.03,14.25,9.0,25581.0,health,24.0,25581.0
1521,42.2,45.41,3.0,37506.0,technology,2.0,37506.0
1522,125.46,120.19,3.0,6073.0,toys,10.0,6073.0
1523,17.6,29.06 reais,7.0,33613.0,fashion,7.0,33613.0
1524,32.54,11.33,9.0,17915.0,sports,12.0,17915.0
1525,692.0,46.76,1.0,20544.0,health,16.0,20544.0
1526,453.7,4.85,6.0,4451.0,sports,16.0,4451.0
1527,nones,nan,13.0,10385.0,valores em falta,17.0,10385.0
1528,23.1,59.62,5.0,48800.0,TOYS,17.0,48800.0
1529,154.0 real,38.78,8.0,39984.0,technology,7.0,39984.0
1530,185.6,21.82,10.0,5266.0,fashion,21.0,5266.0
1531,1164.9,23.71,1.0,7778.0,TOYS,17.0,7778.0
1532,76.99,38.94,3.0,35755.0,fashion,23.0,35755.0
1533,97.88 reais,33.35,6.0,40730.0,technology,5.0,40730.0
1534,nan,nones,7.0,33613.0,no_info,7.0,33613.0
1535,46.2,113.01,7.0,31282.0,fashion,15.0,31282.0
1536,50.21,27.2,13.0,17047.0,sports,6.0,17047.0
1537,692.0,29.07,2.0,45126.0,TECHNOLOGY,11.0,45126.0
1538,223.51,84.65,14.0,10627.0,FASHION,5.0,10627.0
1539,135.13,24.08,7.0,5597.0,fashion,5.0,5597.0
1540,1663.0 r$,9.18,4.0,16530.0,sports,2.0,16530.0
1541,valores em falta,14.54,4.0,42547.0,n/a,7.0,42547.0
1542,279.77,45.57,1.0,41753.0,health,13.0,41753.0
1543,152.72,10.85,4.0,31798.0,sports,6.0,31798.0
1544,30.95,16.93,3.0,28887.0,FASHION,16.0,28887.0
1545,420.07,39.75,2.0,56800.0,toys,13.0,56800.0
1546,111.27,19.67,5.0,53671.0,technology,5.0,53671.0
1547,126.69,32.34,3.0,42247.0,fashion,5.0,42247.0
1548,629.9,24.64,2.0,54133.0,technology,9.0,54133.0
1549,98.44,14.18,13.0,6777.0,toys,5.0,6777.0
1550,692.0 r$,28.69,16.0,26056.0,sports,12.0,26056.0
1551,34.08,no_info,8.0,16446.0,nan,3.0,16446.0
1552,91.33,38.48,1.0,32330.0,fashion,1.0,32330.0
1553,nones,nones,4.0,55148.0,no_info,7.0,55148.0
1554,24.62,11.31,0.0,24304.0,health,6.0,24304.0
1555,2799.65 reais,35.95,9.0,46275.0,health,24.0,46275.0
1556,nan,2.21,1.0,48594.0,health,5.0,48594.0
1557,959.99,NO_INFO,1.0,46669.0,NAN,5.0,46669.0
1558,42.79,3.83,9.0,57475.0,fashion,7.0,57475.0
1559,42.89,47.55,4.0,26247.0,fashion,20.0,26247.0
1560,50.4,44.93,4.0,43312.0,fashion,12.0,43312.0
1561,125.46,20.67,6.0,15240.0,sports,17.0,15240.0
1562,150.82,42.38,6.0,25356.0,health,13.0,25356.0
1563,252.99,32.34,0.0,46353.0,SPORTS,3.0,46353.0
1564,18.04,75.76,6.0,56596.0,fashion,20.0,56596.0
1565,34.0,107.12,9.0,51817.0,HEALTH,13.0,51817.0
1566,89.21,50.28,6.0,292.0,FASHION,15.0,292.0
1567,497.99,32.34,13.0,22463.0,SPORTS,21.0,22463.0
1568,395.6,49.16,2.0,31841.0,sports,12.0,31841.0
1569,108.9,38.63,14.0,21106.0,fashion,0.0,21106.0
1570,223.87,339.59,4.0,47435.0,sports,2.0,47435.0
1571,403.9,70.82 real brasileiro,9.0,49683.0,health,24.0,49683.0
1572,4099.99,64.09,11.0,19738.0,fashion,22.0,19738.0
1573,403.9 Real brasileiro,51.45,9.0,11476.0,technology,1.0,11476.0
1574,89.1,38.15,12.0,9747.0,TOYS,1.0,9747.0
1575,238.64,34.33,0.0,22685.0,toys,21.0,22685.0
1576,18.1,11.87 real,1.0,20406.0,fashion,16.0,20406.0
1577,509.99,37.18,6.0,20502.0,TECHNOLOGY,22.0,20502.0
1578,194.0,14.55,7.0,63408.0,FASHION,14.0,63408.0
1579,231.27,54.42,12.0,45895.0,HEALTH,13.0,45895.0
1580,28.82,38.39,14.0,53013.0,fashion,5.0,53013.0
1581,538.9,71.22,4.0,57872.0,technology,6.0,57872.0
1582,218.36 REAL,NO_INFO,9.0,6553.0,TECHNOLOGY,0.0,6553.0
1583,395.6,59.82,9.0,29501.0,N/A,19.0,29501.0
1584,145.69,47.54,9.0,12328.0,toys,20.0,12328.0
1585,509.99,17.44,0.0,17396.0,TECHNOLOGY,10.0,17396.0
1586,nones,nan,0.0,47584.0,valores em falta,7.0,47584.0
1587,509.99,47.55,0.0,53599.0,technology,24.0,53599.0
1588,127.77,30.24,1.0,24445.0,fashion,3.0,24445.0
1589,48.95,8.52,1.0,43932.0,health,5.0,43932.0
1590,329.2,34.33,15.0,28466.0,sports,2.0,28466.0
1591,42.89 R$,63.1,7.0,37400.0,FASHION,22.0,37400.0
1592,231.27,43.28,9.0,38595.0,fashion,6.0,38595.0
1593,142.14,54.51,0.0,28857.0,fashion,9.0,28857.0
1594,17.68,10.31,9.0,27907.0,fashion,23.0,27907.0
1595,849.5,18.72,12.0,45911.0,toys,24.0,45911.0
1596,56.89 real brasileiro,21.19,2.0,61985.0,sports,10.0,61985.0
1597,889.9,39.6,7.0,25628.0,health,0.0,25628.0
1598,259.91,88.09,12.0,24491.0,toys,13.0,24491.0
1599,106.74,15.95,14.0,46106.0,fashion,0.0,46106.0
1600,7.59 reais,22.97,8.0,11085.0,toys,5.0,11085.0
1601,115.7,6.87,5.0,8653.0,technology,0.0,8653.0
1602,254.9,73.11,1.0,9933.0,fashion,5.0,9933.0
1603,42.89,47.55,11.0,56548.0,fashion,20.0,56548.0
1604,692.0,19.96,9.0,59885.0,FASHION,3.0,59885.0
1605,nones,51.45,9.0,11476.0,nan,1.0,11476.0
1606,155.5,20.9,0.0,42255.0,sports,12.0,42255.0
1607,969.99,no_info,15.0,38083.0,sports,17.0,38083.0
1608,117.56,25.26,14.0,5372.0,FASHION,7.0,5372.0
1609,128.99,41.93,10.0,26049.0,fashion,12.0,26049.0
1610,148.44,7.94,8.0,57563.0,health,12.0,57563.0
1611,91.33,44.68,11.0,9816.0,fashion,5.0,9816.0
1612,83.36,60.07 R$,9.0,54061.0,fashion,17.0,54061.0
1613,252.99,32.34,0.0,46353.0,SPORTS,3.0,46353.0
1614,113.25,71.9,3.0,25443.0,FASHION,13.0,25443.0
1615,395.6,59.82,9.0,29501.0,TOYS,19.0,29501.0
1616,145.69,47.54,9.0,12328.0,TOYS,20.0,12328.0
1617,48.99,21.98,13.0,29335.0,SPORTS,5.0,29335.0
1618,145.99,161.82,4.0,39446.0,fashion,5.0,39446.0
1619,220.33,44.26,3.0,50246.0,fashion,14.0,50246.0
1620,136.9,37.16,3.0,45423.0,technology,9.0,45423.0
1621,120.38,4.97,4.0,47446.0,technology,7.0,47446.0
1622,692.0,2.75 r$,6.0,39311.0,fashion,0.0,39311.0
1623,403.9 Reais,52.64,1.0,23765.0,technology,13.0,23765.0
1624,76.99,38.94,3.0,35755.0,FASHION,23.0,35755.0
1625,215.5,20.26,2.0,190.0,sports,9.0,190.0
1626,167.0,50.28,12.0,38209.0,SPORTS,1.0,38209.0
1627,128.99,69.21,3.0,58702.0,fashion,21.0,58702.0
1628,NONES,67.42,11.0,17939.0,FASHION,9.0,17939.0
1629,77.07,21.31,8.0,38044.0,technology,12.0,38044.0
1630,56.89,45.85 r$,0.0,57421.0,technology,3.0,57421.0
1631,314.8,32.34,9.0,49664.0,technology,8.0,49664.0
1632,75.25,42.06 reais,6.0,50536.0,technology,21.0,50536.0
1633,509.99,47.55,12.0,4821.0,toys,19.0,4821.0
1634,34.0,37.42 reais,0.0,14382.0,fashion,10.0,14382.0
1635,335.99,18.56,4.0,44361.0,technology,3.0,44361.0
1636,15.9,10.56,17.0,32076.0,toys,11.0,32076.0
1637,113.25,71.9,3.0,25443.0,fashion,13.0,25443.0
1638,234.89,24.44,1.0,52425.0,toys,3.0,52425.0
1639,32.8,20.77,4.0,45760.0,technology,8.0,45760.0
1640,28.55,163.52,9.0,18838.0,technology,4.0,18838.0
1641,1158.25,47.55,0.0,5340.0,TECHNOLOGY,12.0,5340.0
1642,42.89,32.34,8.0,12846.0,toys,10.0,12846.0
1643,valores em falta,nones,4.0,5966.0,sports,5.0,5966.0
1644,48.65,58.88 r$,13.0,61263.0,nones,5.0,61263.0
1645,28.55,38.6,7.0,58804.0,health,7.0,58804.0
1646,1514.0,44.11 reais,9.0,37227.0,technology,1.0,37227.0
1647,77.08,20.67,9.0,7458.0,sports,23.0,7458.0
1648,95.03,37.68,7.0,56617.0,fashion,14.0,56617.0
1649,18.04,7.77,8.0,28847.0,TOYS,11.0,28847.0
1650,1164.9,20.51,2.0,49465.0,technology,2.0,49465.0
1651,no_info,no_info,1.0,55998.0,nan,3.0,55998.0
1652,292.9,125.78,10.0,26175.0,FASHION,23.0,26175.0
1653,849.5,39.7 Reais,6.0,23140.0,technology,7.0,23140.0
1654,13.97,37.33,14.0,27762.0,fashion,7.0,27762.0
1655,42.2,45.41,3.0,37506.0,technology,2.0,37506.0
1656,126.69,47.55 reais,3.0,49863.0,fashion,7.0,49863.0
1657,valores em falta,n/a,9.0,8366.0,toys,8.0,8366.0
1658,820.05,44.87,9.0,25658.0,toys,16.0,25658.0
1659,116.11 R$,5.59,13.0,46687.0,technology,17.0,46687.0
1660,89.1,12.0,1.0,26031.0,health,1.0,26031.0
1661,378.98,23.6,2.0,54025.0,technology,1.0,54025.0
1662,nan,no_info,0.0,11451.0,n/a,4.0,11451.0
1663,128.99,9.84,4.0,14099.0,technology,9.0,14099.0
1664,44.98 Real brasileiro,47.55,7.0,33043.0,fashion,7.0,33043.0
1665,111.27,16.59,16.0,47921.0,sports,3.0,47921.0
1666,48.99,32.34,8.0,22540.0,technology,13.0,22540.0
1667,86.96,6.54,9.0,32533.0,health,19.0,32533.0
1668,849.5,44.07,13.0,39654.0,sports,5.0,39654.0
1669,94.88,56.66,12.0,17393.0,HEALTH,7.0,17393.0
1670,n/a,6.08,1.0,60279.0,sports,7.0,60279.0
1671,266.55,50.83,6.0,54387.0,technology,2.0,54387.0
1672,319.29,339.59,2.0,31462.0,toys,20.0,31462.0
1673,188.8,14.0,16.0,42939.0,SPORTS,13.0,42939.0
1674,358.8 R$,12.35,1.0,20008.0,health,3.0,20008.0
1675,107.63,31.94,7.0,11275.0,fashion,10.0,11275.0
1676,0.85,11.39,4.0,9584.0,technology,11.0,9584.0
