;order;product;seller;customer;city;state;category;price;shipping;payment;purchased;delivered;estimated_delivery;rating
582;39364;0;10;39364;curitiba;pr;fashion;23.1;31.99;credit card;2018-03-06 17:21:09;2018-03-27 18:48:47;1900-01-01;1.0
583;39378;3;2;39378;curitiba;pr;technology;59.49;10.98;credit card;2018-04-15 22:28:24;2018-04-25 21:42:07;1900-01-01;3.5
584;39409;12;17;39409;campinas;sp;sports;234.83;48.58;other;2018-08-07 11:30:03;2018-08-15 16:32:28;1900-01-01;2.0
585;39446;4;5;39446;sao bernardo do campo;sp;fashion;145.99;161.82;credit card;2018-02-08 08:21:11;2018-02-16 20:43:51;1900-01-01;1.0
586;39505;12;19;39505;sao paulo;sp;toys;0;valores;credit card;2017-04-02 11:52:40;2017-04-07 12:09:34;1900-01-01;4.5
587;39654;13;5;39654;unknown;sp;sports;849.5;44.07;credit card;2017-04-24 19:31:14;2017-05-17 15:56:57;2017-05-15;2.0
588;39661;2;21;39661;belo horizonte;mg;sports;358.8;65.03;credit card;2018-06-26 12:08:57;2018-07-02 22:37:58;2018-07-20;3.5
589;39702;3;11;39702;unknown;sp;toys;420.07;78.07;credit card;2017-02-28 12:20:53;2017-03-09 15:48:15;1900-01-01;3.5
590;39714;17;22;39714;unknown;rj;toys;236.52;30.69;other;2018-06-12 11:00:26;2018-06-23 00:03:41;1900-01-01;4.5
591;39781;5;3;39781;sao paulo;sp;toys;527.9;30.16;other;2018-08-14 16:08:22;2018-08-17 20:02:19;1900-01-01;2.0
592;39908;3;17;39908;sao paulo;sp;fashion;56.89;7.56;credit card;2017-11-05 15:57:07;2017-11-18 16:38:43;2017-11-27;4.0
593;39984;8;7;39984;sao goncalo;rj;technology;154.0;38.78;credit card;2018-06-03 21:19:21;2018-06-23 11:26:41;1900-01-01;5.0
594;40059;0;11;40059;unknown;sp;health;113.3;91.24;other;2017-06-19 14:31:01;2017-06-26 13:52:08;1900-01-01;1.0
595;40065;4;22;40065;unknown;mg;fashion;457.99;14.68;credit card;2017-05-16 18:41:49;2017-05-30 15:08:56;1900-01-01;3.0
596;40136;0;7;40136;unknown;sp;technology;820.0;5.59;credit card;2018-02-06 23:32:19;2018-02-09 20:53:30;1900-01-01;2.5
597;40226;13;22;40226;unknown;rs;technology;399.2;50.15;credit card;2018-06-16 19:54:35;2018-06-28 18:21:13;2018-07-27;4.5
598;40329;14;8;40329;unknown;sp;fashion;53.99;67.11;credit card;2017-06-09 11:21:19;2017-06-19 17:14:42;1900-01-01;1.0
599;40455;1;22;40455;unknown;sp;technology;564.99;20.51;credit card;2017-09-13 22:55:58;1900-01-01 00:00:00;1900-01-01;2.5
600;40510;14;5;40510;unknown;sp;fashion;22.95;128.47;credit card;2018-08-07 21:31:29;2018-08-13 18:12:03;2018-08-17;1.0
601;40511;0;6;40511;unknown;mg;fashion;56.89;7.56;credit card;2017-05-06 17:47:06;2017-05-22 17:36:57;1900-01-01;3.0
602;40518;8;24;40518;unknown;mg;technology;257.6;2.46;credit card;2017-03-03 20:39:32;2017-03-13 13:14:59;2017-03-27;3.0
603;40543;1;14;40543;unknown;sp;fashion;194.0;20.91;credit card;2017-07-27 13:19:29;2017-08-02 18:43:07;1900-01-01;3.0
604;40730;6;5;40730;rio de janeiro;rj;technology;97.88;33.35;credit card;2017-10-01 20:48:40;2017-10-14 12:33:34;1900-01-01;5.0
605;40768;0;1;40768;unknown;sp;0;0;0;other;2017-06-29 17:45:24;2017-08-03 16:35:47;1900-01-01;1.0
606;40965;0;7;40965;unknown;sp;fashion;692.0;48.34;credit card;2017-07-12 07:44:44;2017-07-19 14:53:34;1900-01-01;3.0
607;41011;6;5;41011;unknown;sp;fashion;966.9;1.05;credit card;2018-05-26 16:54:05;2018-06-08 16:28:51;2018-06-28;3.0
608;41025;9;3;41025;sao paulo;sp;0;valores;0;other;1900-01-01 00:00:00;2018-08-16 13:38:42;1900-01-01;valores em falta
609;41040;15;1;41040;unknown;mg;sports;185.94;52.93;credit card;2018-08-03 08:50:46;2018-08-04 12:32:48;1900-01-01;2.5
610;41086;16;16;41086;unknown;mg;sports;692.0;48.82;credit card;2017-11-07 18:03:01;2017-11-10 20:07:55;1900-01-01;2.0
611;41115;4;3;41115;sao paulo;sp;fashion;17.33;18.01;credit card;2017-06-08 16:18:31;2017-06-19 15:08:55;2017-06-29;1.0
612;41138;0;17;41138;unknown;rs;technology;139.79;47.35;credit card;2017-08-12 23:12:48;2017-08-21 19:57:21;1900-01-01;3.5
613;41219;1;22;41219;sao paulo;sp;sports;376.0;18.76;credit card;2017-03-22 12:58:27;2017-03-27 12:39:06;2017-04-10;4.5
614;41437;0;0;41437;sao paulo;sp;technology;820.0;32.34;credit card;2017-05-15 00:59:39;2017-05-18 12:33:34;1900-01-01;4.5
615;41447;0;20;41447;unknown;sp;fashion;0.85;7.54;other;2018-08-01 12:11:48;2018-08-07 16:59:49;1900-01-01;1.0
616;41473;0;1;41473;niteroi;rj;health;42.79;5.41;credit card;2018-06-03 23:24:03;2018-06-13 21:07:37;1900-01-01;5.0
617;41557;5;20;41557;unknown;mg;toys;640.0;26.52;credit card;2018-03-15 00:40:57;2018-03-26 21:41:33;2018-04-06;2.0
618;41708;6;2;41708;sao paulo;sp;technology;399.2;30.66;credit card;2017-06-18 22:56:48;2017-06-23 12:55:50;1900-01-01;4.0
619;41753;1;13;41753;unknown;sp;health;279.77;45.57;credit card;2018-02-26 08:35:13;2018-03-13 18:22:54;1900-01-01;valores em falta
620;41834;12;7;41834;unknown;rj;health;122.3;0;0;2018-06-12 08:59:54;2018-06-25 16:08:40;1900-01-01;4.5
621;41896;4;22;41896;unknown;sp;health;23.95;21.25;credit card;2018-04-01 12:57:16;2018-04-04 22:08:38;2018-04-12;1.0
622;42047;8;3;42047;sao paulo;sp;technology;83.36;13.92;credit card;2017-07-22 22:19:02;2017-07-31 12:33:06;1900-01-01;4.0
623;42073;0;5;42073;unknown;rj;sports;95.03;15.48;credit card;1900-01-01 00:00:00;2018-06-12 17:28:54;2018-07-19;4.0
624;42127;14;15;42127;sao paulo;sp;fashion;18.04;111.38;credit card;2018-08-12 13:01:30;2018-08-17 22:48:39;1900-01-01;1.0
625;42154;4;7;42154;unknown;mg;fashion;1549.0;45.27;other;2018-06-20 09:09:04;2018-06-28 12:54:48;1900-01-01;2.0
626;42247;3;5;42247;unknown;sp;fashion;126.69;32.34;credit card;2017-10-19 06:43:24;2017-11-03 18:52:28;1900-01-01;2.0
627;42339;0;5;42339;sao paulo;sp;health;224.9;11.4;credit card;2017-05-10 00:37:53;2017-05-15 10:53:11;1900-01-01;5.0
628;42432;16;10;42432;rio de janeiro;rj;sports;509.99;20.9;credit card;2018-02-14 11:54:55;2018-02-19 15:43:36;1900-01-01;5.0
629;42465;4;13;42465;sao paulo;sp;fashion;129.7;83.1;other;2017-05-19 14:25:52;2017-05-29 15:32:39;1900-01-01;1.0
630;42480;1;10;42480;campinas;sp;technology;820.05;133.37;credit card;2018-07-24 16:15:19;2018-08-04 10:54:56;1900-01-01;4.5
631;42496;1;1;42496;unknown;sp;toys;2130.0;133.52;other;2018-04-03 12:39:58;2018-04-05 22:12:48;1900-01-01;1.5
632;42525;4;23;42525;unknown;rj;fashion;1589.0;38.66;other;2018-03-02 20:37:29;2018-05-09 23:08:44;1900-01-01;1.5
633;42630;9;12;42630;rio de janeiro;rj;health;102.28;42.49;credit card;2017-05-10 13:17:10;2017-05-30 09:42:28;1900-01-01;5.0
634;42750;2;17;42750;sao paulo;sp;technology;71.99;40.27;credit card;2018-04-05 21:00:26;2018-04-11 18:02:36;1900-01-01;2.0
635;42827;12;12;42827;belo horizonte;mg;sports;135.13;12.28;credit card;2018-06-01 23:00:45;2018-06-11 22:27:30;1900-01-01;3.5
636;42939;16;13;42939;unknown;mg;sports;188.8;14.0;credit card;2018-06-24 09:57:00;2018-06-29 20:42:45;1900-01-01;2.0
637;43001;9;13;43001;unknown;sp;fashion;89.56;72.16;credit card;2018-02-27 10:55:44;2018-03-13 21:32:23;2018-03-29;1.0
638;43044;1;20;43044;unknown;rj;toys;52.9;24.11;credit card;2017-11-20 10:59:31;2017-11-30 21:34:38;1900-01-01;3.5
639;43131;16;1;43131;sao paulo;sp;sports;18.1;64.35;credit card;2018-07-19 11:57:58;2018-07-23 18:06:27;1900-01-01;1.0
640;43312;4;12;43312;sao paulo;0;fashion;50.4;0;credit card;2017-12-03 17:07:46;2017-12-10 16:59:30;1900-01-01;2.5
641;43409;3;3;43409;guarulhos;sp;fashion;58.1;321.46;credit card;2018-07-21 16:11:57;2018-07-27 15:14:31;1900-01-01;1.0
642;43416;0;15;43416;sao paulo;sp;fashion;802.14;37.29;other;2017-12-05 11:23:29;2017-12-08 21:43:02;1900-01-01;2.0
643;43505;13;22;43505;guarulhos;sp;toys;162.38;20.9;other;2018-02-23 10:37:40;2018-03-07 00:06:36;1900-01-01;4.0
644;43524;13;17;43524;unknown;sp;sports;188.8;44.5;credit card;2017-05-09 14:38:00;2017-05-15 17:04:41;1900-01-01;2.0
645;43546;9;1;43546;sao paulo;sp;toys;35.35;66.9;other;2017-11-23 17:58:39;2017-12-11 16:07:50;1900-01-01;1.0
646;43882;17;5;43882;unknown;sp;toys;170.7;30.01;credit card;2017-09-18 18:53:15;2017-09-22 20:56:45;1900-01-01;2.5
647;43930;4;3;43930;duque de caxias;rj;fashion;35.09;79.88;other;2017-06-05 00:32:17;2017-06-28 12:06:34;2017-06-28;1.0
648;43932;1;5;43932;rio de janeiro;rj;health;48.95;8.52;credit card;2017-07-19 12:39:52;2017-08-04 17:04:20;1900-01-01;5.0
649;43940;6;7;43940;unknown;sp;health;999.87;32.34;credit card;2018-02-21 14:46:47;2018-02-27 22:23:18;1900-01-01;2.0
650;43971;4;2;43971;unknown;sp;technology;58.1;29.96;credit card;2018-04-17 16:50:32;2018-04-23 18:38:45;1900-01-01;1.0
651;44016;3;6;44016;unknown;sp;fashion;87.0;11.09;credit card;2018-04-15 16:40:14;2018-04-19 22:02:23;2018-05-09;2.5
652;44042;12;21;44042;rio de janeiro;rj;health;692.0;46.76;credit card;2018-01-14 15:05:15;2018-01-29 18:12:18;1900-01-01;5.0
653;44198;9;1;44198;unknown;sp;toys;518.18;53.29;other;2018-05-09 00:54:27;2018-05-15 20:41:24;1900-01-01;1.0
654;44361;4;3;44361;sao paulo;sp;technology;335.99;18.56;credit card;2017-08-26 14:11:46;2017-08-31 17:03:47;1900-01-01;4.0
655;44408;2;1;44408;rio de janeiro;rj;sports;376.0;29.72;credit card;2018-04-05 15:24:37;2018-04-16 23:31:07;1900-01-01;5.0
656;44462;6;5;44462;unknown;sp;health;386.75;114.9;other;2017-12-08 09:42:43;2017-12-19 18:43:35;1900-01-01;1.0
657;44463;0;20;44463;sao paulo;sp;toys;220.33;55.54;other;2017-02-20 08:33:32;2017-03-01 13:54:48;1900-01-01;2.0
658;44474;14;13;44474;unknown;rj;fashion;76.99;10.39;credit card;2018-03-11 23:08:43;2018-04-10 20:43:40;2018-03-29;1.5
659;44518;4;7;44518;sao paulo;sp;sports;518.18;67.11;credit card;2017-07-13 11:48:17;2017-07-18 02:24:39;2017-08-02;5.0
660;44567;13;4;44567;belo horizonte;mg;toys;213.0;47.73;credit card;2018-01-16 16:56:12;2018-01-23 20:13:44;1900-01-01;2.0
661;44630;2;8;44630;rio de janeiro;rj;toys;68.1;48.35;other;2017-11-15 16:41:55;2017-11-22 13:38:26;1900-01-01;3.5
662;44670;1;3;44670;unknown;sp;health;128.99;27.36;credit card;2017-01-16 13:17:46;2017-01-25 08:43:39;2017-02-14;3.0
663;44679;2;9;44679;unknown;sp;technology;314.91;86.34;credit card;2017-09-08 15:53:01;2017-09-28 11:42:07;1900-01-01;3.0
664;44725;5;21;44725;unknown;sp;toys;95.03;22.75;credit card;2017-04-18 16:12:20;2017-04-28 09:44:55;1900-01-01;3.0
665;44821;3;0;44821;uberlandia;mg;fashion;1899.0;6.87;other;1900-01-01 00:00:00;1900-01-01 00:00:00;2018-06-05;2.5
666;45058;12;1;45058;porto alegre;rs;health;95.03;4.34;credit card;2018-02-06 18:23:16;2018-03-05 11:08:15;1900-01-01;5.0
667;45126;2;11;45126;belo horizonte;mg;technology;692.0;29.07;credit card;2017-04-26 11:31:41;2017-05-02 17:56:37;2017-05-23;4.5
668;45165;4;3;45165;sao paulo;0;fashion;420.07;77.92;other;2017-05-04 14:20:34;2017-05-16 19:34:52;1900-01-01;2.5
669;45226;9;0;45226;guarulhos;sp;toys;137.88;33.9;credit card;2017-11-17 08:47:41;2017-11-29 22:34:41;2017-11-30;2.5
670;45321;0;3;45321;rio de janeiro;rj;sports;252.99;2.18;credit card;2017-06-04 11:52:38;2017-06-19 20:04:19;1900-01-01;5.0
671;45340;12;3;45340;sao paulo;sp;sports;87.27;34.33;credit card;2018-06-26 14:39:22;2018-06-28 16:18:49;2018-07-11;3.0
672;45344;1;1;45344;pelotas;rs;technology;1589.0;38.66;other;2017-11-17 10:25:09;2017-12-04 20:38:56;1900-01-01;4.0
673;45423;3;9;45423;unknown;rj;technology;136.9;37.16;other;2017-09-05 08:03:15;2017-09-19 21:25:59;1900-01-01;2.5
674;45431;9;12;45431;unknown;sp;health;518.18;17.38;credit card;2018-03-05 09:37:06;2018-03-08 14:58:37;1900-01-01;3.5
675;45483;9;1;45483;unknown;sp;technology;966.9;7.12;credit card;2017-08-19 01:13:11;2017-08-29 17:23:39;1900-01-01;3.5
676;45525;4;8;45525;sao paulo;sp;technology;335.99;63.2;credit card;2017-09-07 11:23:20;2017-09-13 13:30:15;1900-01-01;4.5
677;45760;4;8;45760;guarulhos;sp;technology;32.8;20.77;other;2018-04-13 10:09:10;2018-04-23 23:22:07;1900-01-01;1.0
678;45786;12;2;45786;unknown;sp;sports;65.6;47.54;credit card;2018-01-09 15:38:54;2018-01-15 17:34:22;2018-01-30;1.0
679;45823;16;3;45823;sao paulo;sp;sports;0;valores;credit card;2018-04-29 22:03:43;2018-05-08 19:36:48;1900-01-01;1.0
680;45831;2;9;45831;rio de janeiro;rj;toys;1899.0;20.9;credit card;2017-11-19 00:25:06;2017-11-27 18:07:08;1900-01-01;5.0
681;45911;12;24;45911;unknown;mg;toys;849.5;18.72;credit card;2017-11-12 12:24:08;2017-11-21 18:28:42;1900-01-01;3.0
682;45984;0;7;45984;unknown;rs;health;1750.0;37.91;credit card;2017-08-16 14:35:06;2017-08-21 19:12:45;2017-09-12;4.5
683;46040;7;3;46040;unknown;sp;fashion;56.89;50.83;credit card;2018-02-14 13:18:52;2018-02-16 20:43:17;2018-02-22;1.0
684;46058;2;7;46058;valores em falta;sp;technology;252.99;38.63;credit card;2018-05-29 08:00:01;2018-06-06 14:06:38;1900-01-01;4.0
685;46106;14;0;46106;unknown;0;fashion;106.74;15.95;other;2018-06-21 21:02:10;2018-06-26 19:46:35;2018-07-17;1.5
686;46128;6;10;46128;guarulhos;sp;technology;83.88;70.89;credit card;2017-12-15 15:09:49;2017-12-29 14:57:05;1900-01-01;2.0
687;46141;9;0;46141;unknown;sp;fashion;40.33;30.66;credit card;2018-03-02 14:18:51;2018-03-09 21:04:32;1900-01-01;1.0
688;46210;6;7;46210;rio de janeiro;rj;health;99.35;126.47;credit card;2017-09-12 15:35:32;2017-09-25 17:26:49;1900-01-01;1.0
689;46272;9;5;46272;belo horizonte;mg;toys;184.65;47.55;credit card;2017-06-06 11:27:10;2017-06-19 13:05:49;1900-01-01;valores em falta
690;46275;9;24;46275;unknown;rj;health;2799.65;35.95;credit card;2017-11-26 10:39:33;2017-12-13 17:58:53;1900-01-01;4.5
691;46282;3;12;46282;unknown;rs;fashion;9.95;6.87;other;2018-07-21 17:02:18;2018-08-02 21:03:57;2018-08-14;1.0
692;46353;0;3;46353;sao paulo;sp;sports;252.99;32.34;credit card;2017-09-22 09:01:26;2017-10-03 20:26:53;1900-01-01;3.0
693;46364;6;6;46364;sao paulo;sp;fashion;109.82;29.68;credit card;2018-02-17 23:18:19;2018-02-26 20:29:56;1900-01-01;2.0
694;46498;4;10;46498;unknown;sp;sports;160.75;15.55;other;2017-11-12 17:21:23;2017-12-05 16:48:47;1900-01-01;2.5
695;46525;12;9;46525;unknown;pr;toys;114.89;82.44;credit card;2017-10-03 17:10:52;2017-10-11 17:32:38;1900-01-01;1.5
696;46575;8;11;46575;sao paulo;sp;technology;453.7;34.33;other;2018-05-15 03:32:54;2018-05-18 21:28:40;2018-05-23;2.5
697;46653;6;10;46653;belo horizonte;mg;technology;73.97;32.86;credit card;2018-07-26 18:54:47;2018-08-01 18:15:50;2018-08-13;3.0
698;46666;0;10;46666;unknown;rs;0;201.0;17.64;other;2018-07-21 21:31:01;2018-08-10 12:07:24;2018-08-06;2.0
699;46673;0;9;46673;sao paulo;sp;toys;95.03;50.92;credit card;2018-06-19 11:38:23;2018-07-03 17:52:31;1900-01-01;2.0
700;46687;13;17;46687;unknown;pr;technology;116.11;5.59;other;2017-07-19 20:35:27;2017-07-21 20:13:49;1900-01-01;1.0
701;46733;4;3;46733;belo horizonte;mg;fashion;54.16;29.05;credit card;2018-02-10 21:55:42;2018-02-22 23:03:56;1900-01-01;1.5
702;46796;14;16;46796;unknown;mg;fashion;515.0;59.82;credit card;2018-03-04 21:29:01;2018-03-23 00:08:33;2018-03-28;4.5
703;47156;6;3;47156;unknown;sp;fashion;128.99;8.37;other;2017-02-25 16:28:03;2017-03-09 10:05:11;2017-03-23;3.0
704;47209;17;3;47209;unknown;mg;toys;126.69;38.66;other;2017-11-28 10:28:28;2017-12-11 15:25:07;1900-01-01;1.5
705;47272;9;1;47272;juiz de fora;mg;fashion;820.0;23.71;credit card;2018-06-23 07:13:25;2018-07-03 16:44:25;1900-01-01;4.5
706;47386;14;10;47386;unknown;sp;fashion;161.0;38.63;credit card;2018-03-29 15:41:07;2018-04-06 18:19:08;1900-01-01;2.5
707;47429;12;17;47429;belo horizonte;mg;health;14.1;12.28;credit card;2018-05-26 21:35:28;2018-06-08 23:22:53;2018-06-28;1.0
708;47435;4;2;47435;unknown;mg;sports;223.87;339.59;credit card;2018-05-15 22:16:16;2018-05-19 13:04:38;1900-01-01;1.0
709;47446;4;7;47446;belo horizonte;mg;technology;120.38;4.97;other;2017-03-02 21:31:29;2017-03-16 18:48:06;2017-03-23;3.0
710;47483;9;12;47483;unknown;sp;toys;55.83;126.47;credit card;2017-03-27 13:19:07;2017-04-12 14:13:23;1900-01-01;1.0
711;47584;0;7;47584;unknown;sp;fashion;76.6;55.54;other;2017-03-25 15:33:43;1900-01-01 00:00:00;1900-01-01;1.0
712;47651;1;3;47651;unknown;rs;technology;34.0;24.79;credit card;2017-12-03 11:13:17;2017-12-13 21:07:40;2018-01-09;2.0
713;47698;3;8;47698;unknown;sp;fashion;71.25;90.06;credit card;2018-06-21 22:08:48;2018-06-28 14:40:08;2018-07-24;1.0
714;47739;4;4;47739;juiz de fora;mg;sports;95.03;56.65;credit card;2017-12-06 12:04:06;2017-12-21 01:35:51;1900-01-01;3.0
715;47740;9;1;47740;unknown;rj;health;523.19;6.87;credit card;2018-03-23 17:02:20;2018-04-14 15:06:37;2018-04-13;4.0
716;47825;4;0;47825;sao paulo;sp;fashion;58.1;61.25;credit card;2018-05-09 18:07:02;2018-05-28 17:02:23;2018-06-01;1.5
717;47921;16;3;47921;unknown;sp;sports;111.27;16.59;credit card;2017-05-29 15:48:13;2017-06-07 14:07:04;1900-01-01;3.0
718;48011;9;13;48011;unknown;mg;technology;49.97;57.41;other;2018-05-11 08:15:10;2018-05-16 11:58:53;1900-01-01;1.0
719;48027;2;22;48027;sao paulo;sp;technology;42.89;30.66;credit card;2017-07-10 22:08:53;2017-07-17 14:58:06;1900-01-01;2.5
720;48194;14;16;48194;unknown;mg;fashion;148.97;139.18;other;2017-05-21 20:15:25;1900-01-01 00:00:00;1900-01-01;1.0
721;48340;8;5;48340;unknown;sp;technology;155.44;21.21;credit card;2017-02-23 12:20:44;2017-03-06 10:24:55;1900-01-01;4.5
722;48347;6;6;48347;rio de janeiro;rj;technology;48.99;20.9;credit card;2017-12-09 09:29:19;2017-12-28 20:37:13;1900-01-01;4.5
723;48365;6;3;48365;unknown;sp;technology;514.0;32.83;credit card;2018-06-20 16:44:28;2018-06-26 18:58:22;1900-01-01;3.0
724;48466;12;17;48466;niteroi;rj;toys;72.4;51.39;other;2018-06-08 12:06:19;2018-06-15 22:49:26;1900-01-01;2.0
725;48530;3;19;48530;rio de janeiro;rj;fashion;26.77;99.88;credit card;2017-02-09 12:48:59;2017-02-17 16:32:56;1900-01-01;1.0
726;48594;1;5;48594;unknown;sp;health;62.83;2.21;credit card;2018-06-19 16:41:53;2018-06-28 21:28:58;1900-01-01;2.5
727;48771;7;4;48771;unknown;sp;health;366.4;35.99;credit card;2018-08-10 21:15:10;2018-08-14 18:28:33;1900-01-01;3.0
728;48800;5;17;48800;unknown;mg;toys;23.1;valores;credit card;2017-03-03 16:49:00;2017-03-16 11:47:50;1900-01-01;1.0
729;48893;13;6;48893;juiz de fora;mg;technology;68.1;38.23;credit card;2018-03-05 12:14:57;2018-03-09 11:42:19;1900-01-01;3.0
730;48913;4;12;48913;sao paulo;sp;fashion;95.03;38.84;other;2018-02-15 22:32:15;2018-03-08 23:28:34;1900-01-01;1.0
731;49055;4;1;49055;unknown;sp;sports;56.89;7.54;credit card;2018-04-25 11:42:05;2018-05-02 23:58:29;2018-05-17;2.0
732;49109;12;7;49109;unknown;sp;toys;91.33;53.36;other;2017-03-26 14:52:53;2017-03-30 17:08:40;1900-01-01;valores em falta
733;49130;9;3;49130;unknown;mg;sports;679.0;61.3;credit card;2018-01-19 16:34:05;2018-01-30 19:47:46;2018-02-14;2.5
734;49143;1;10;49143;curitiba;pr;technology;820.0;47.04;credit card;2018-06-21 18:04:09;2018-06-28 19:07:50;1900-01-01;3.0
735;49319;15;9;49319;unknown;sp;sports;108.64;2.98;credit card;2018-04-10 22:34:54;2018-04-19 17:08:49;1900-01-01;3.0
736;49351;3;16;49351;unknown;sp;fashion;509.99;22.18;credit card;2018-04-02 08:47:49;2018-04-13 13:22:32;1900-01-01;3.5
737;49465;2;2;49465;unknown;sp;technology;1164.9;20.51;credit card;2017-07-03 09:25:59;2017-07-04 14:35:52;1900-01-01;3.5
738;49664;9;8;49664;santo andre;sp;technology;314.8;32.34;valores em falta;2018-01-01 13:17:49;2018-01-05 17:09:10;1900-01-01;4.0
739;49681;2;3;49681;curitiba;pr;technology;319.29;61.74;credit card;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;4.5
740;49683;9;24;49683;rio de janeiro;rj;health;403.9;70.82;credit card;2017-10-31 13:43:56;2017-11-06 23:04:46;1900-01-01;5.0
741;49863;3;7;49863;juiz de fora;mg;fashion;126.69;47.55;credit card;2017-08-03 20:50:07;2017-08-10 16:14:09;2017-08-29;3.0
742;49877;7;9;49877;sao paulo;sp;health;419.9;116.88;credit card;2018-07-04 17:33:01;2018-07-06 12:51:11;2018-07-17;3.5
743;50021;9;21;50021;belo horizonte;mg;fashion;120.38;46.68;credit card;2018-02-23 13:47:17;2018-03-10 15:58:27;1900-01-01;3.5
744;50066;9;5;50066;unknown;sp;health;167.0;32.34;credit card;2017-07-18 21:02:57;2017-07-21 20:46:35;1900-01-01;2.0
745;50128;2;4;50128;curitiba;pr;technology;879.33;7.94;credit card;2018-07-28 22:14:06;2018-08-03 17:32:20;1900-01-01;4.5
746;50144;4;23;50144;unknown;sp;fashion;valores;17.44;credit card;2017-11-16 18:16:55;1900-01-01 00:00:00;2017-12-06;3.0
747;50246;3;14;50246;unknown;0;fashion;220.33;44.26;credit card;2018-07-28 10:35:24;2018-08-02 20:21:47;1900-01-01;1.0
748;50341;1;1;50341;0;valores em falta;0;valores;0;0;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;2.5
749;50349;1;7;50349;unknown;rs;health;68.1;10.29;credit card;2017-04-03 13:57:14;2017-04-19 15:53:12;2017-05-04;4.5
750;50383;4;9;50383;rio de janeiro;rj;technology;198.5;9.21;credit card;1900-01-01 00:00:00;2018-01-30 19:33:29;1900-01-01;5.0
751;50536;6;21;50536;unknown;sp;technology;75.25;42.06;credit card;2017-05-31 19:07:38;2017-06-12 13:42:33;2017-06-21;1.0
752;50565;1;12;50565;unknown;mg;toys;2899.0;31.8;credit card;2018-07-16 23:02:59;2018-07-23 22:08:35;2018-08-02;2.0
753;50628;8;0;50628;sao bernardo do campo;sp;toys;107.63;21.22;credit card;2017-05-21 12:45:22;2017-05-29 16:12:32;1900-01-01;4.0
754;50646;4;4;50646;curitiba;pr;technology;509.99;47.55;credit card;2017-07-31 10:00:00;2017-08-11 18:27:52;1900-01-01;4.0
755;50660;4;0;50660;unknown;rs;technology;95.03;14.68;credit card;2017-04-28 19:02:57;2017-05-12 13:44:06;1900-01-01;4.5
756;50688;8;3;50688;unknown;0;toys;95.03;14.25;other;2017-12-06 00:15:52;2017-12-19 14:29:28;1900-01-01;2.5
757;50826;1;16;50826;sao paulo;sp;technology;820.05;32.34;credit card;2017-09-02 12:03:14;2017-09-05 13:44:05;2017-09-15;4.0
758;50923;6;6;50923;sao paulo;sp;fashion;820.05;5.59;credit card;2017-12-05 17:48:44;2017-12-09 12:58:52;1900-01-01;4.5
759;50955;2;4;50955;unknown;rj;toys;141.4;47.55;credit card;2017-09-09 22:45:28;2017-09-21 18:08:33;1900-01-01;4.5
760;50979;4;1;50979;sao paulo;sp;fashion;28.82;134.25;credit card;2017-08-10 14:25:36;2017-08-26 14:18:58;1900-01-01;1.0
761;51003;6;10;51003;unknown;mg;health;459.99;64.98;credit card;2017-06-17 23:53:28;2017-06-28 15:29:42;2017-07-11;3.0
762;51053;1;21;51053;unknown;sp;technology;261.0;62.92;credit card;2018-05-07 22:38:02;2018-05-16 15:58:49;1900-01-01;2.5
763;51058;0;0;51058;unknown;sp;fashion;155.97;149.66;credit card;2018-08-06 17:38:40;2018-08-13 18:35:00;1900-01-01;1.0
764;51214;6;5;51214;unknown;sp;health;101.75;34.31;credit card;2018-01-04 14:44:23;1900-01-01 00:00:00;1900-01-01;1.0
765;51239;15;17;51239;porto alegre;rs;sports;58.1;321.46;credit card;2018-08-16 22:06:34;2018-08-28 20:06:50;1900-01-01;1.0
766;51347;9;9;51347;porto alegre;rs;fashion;113.1;30.99;other;2017-11-23 23:58:51;2017-12-18 22:54:38;1900-01-01;3.5
767;51495;0;10;51495;sao paulo;sp;fashion;95.03;59.62;other;2017-11-24 19:54:51;2017-12-12 00:25:28;1900-01-01;2.5
768;51520;14;3;51520;unknown;rj;fashion;37.84;21.54;other;2018-08-07 09:30:10;2018-08-14 19:32:53;2018-08-28;1.0
769;51550;6;9;51550;unknown;sp;0;0;valores;credit card;1900-01-01 00:00:00;2018-05-17 19:17:25;2018-06-01;1.0
770;51569;0;11;51569;unknown;rj;0;218.36;3.04;credit card;2018-08-01 08:33:57;2018-08-13 11:22:45;1900-01-01;4.0
771;51603;17;11;51603;0;0;toys;89.81;55.54;0;2017-01-25 19:11:42;2017-02-09 18:43:35;1900-01-01;2.0
772;51687;2;8;51687;campinas;sp;technology;182.9;67.11;credit card;2017-07-19 22:05:28;2017-07-26 17:29:47;1900-01-01;3.0
773;51817;9;13;51817;rio de janeiro;rj;health;34.0;107.12;credit card;2018-07-28 21:37:46;2018-08-03 17:44:48;2018-08-07;1.0
774;51883;11;5;51883;unknown;rj;fashion;34.08;237.84;credit card;2018-01-02 17:56:52;2018-01-16 17:12:37;2018-01-31;1.0
775;51885;0;1;51885;unknown;pr;technology;0;40.66;credit card;2018-06-06 12:54:20;2018-06-21 18:18:30;1900-01-01;3.0
