,order,purchased,delivered,shipping,estimated_delivery,product
841,61672.0,2017-12-02 23:23:26,2017-12-07 22:18:23,5.93,2017-12-27 12:00:00,1.0
842,4691.0,2018-02-10 17:01:48,2018-02-19 10:33:05,no_info,n/a,9.0
843,2396.0,2017-05-07 18:45:14,2017-05-17 14:48:00,10.55,2017-05-31 12:00:00,15.0
844,34682.0,2018-05-05 14:32:51,nones,11.39,2018-05-15 12:00:00,13.0
845,40329.0,2017-06-09 11:21:19,2017-06-19 17:14:42,67.11,2017-06-30 12:00:00,14.0
846,61074.0,2017-11-30 16:57:01,2017-12-05 19:42:38,29.28,2017-12-22 12:00:00,12.0
847,5726.0,2018-03-07 14:26:32,2018-04-17 16:13:36,6.87,2018-04-10,12.0
848,4662.0,2017-09-16 17:52:31,2017-09-25 17:04:09,20.9,2017-10-05 12:00:00,11.0
849,15240.0,2017-12-01 21:21:44,2017-12-19 19:43:33,20.67,2017-12-29 12:00:00,6.0
850,1925.0,2018-08-10 20:08:10,2018-08-17 02:35:39,45.86,no_info,2.0
851,5303.0,2017-10-07 14:59:27,2017-10-18 18:25:07,62.88,2017-11-14 12:00:00,9.0
852,46106.0,2018-06-21 21:02:10,2018-06-26 19:46:35,15.95,2018-07-17,14.0
853,6102.0,2018-03-14 23:49:32,2018-03-27 02:17:03,15.67,2018-04-10 12:00:00,13.0
854,31567.0,NO_INFO,NO_INFO,VALORES EM FALTA,NAN,4.0
855,38083.0,2018-02-26 21:44:20,2018-03-17 00:51:35,no_info,valores em falta,15.0
856,11277.0,2017-12-11 18:13:43,2017-12-26 19:07:15,82.44,2018-01-11 12:00:00,1.0
857,45823.0,2018-04-29 22:03:43,2018-05-08 19:36:48,74.2,2018-05-25 12:00:00,16.0
858,55377.0,2017-07-04 10:45:09,2017-07-10 20:55:06,8.32,2017-07-24 12:00:00,7.0
859,62509.0,2018-01-19 23:43:48,2018-01-25 18:04:21,54.36,VALORES EM FALTA,8.0
860,20502.0,2018-06-14 18:05:57,2018-06-20 15:34:52,37.18,NAN,6.0
861,35249.0,2018-02-26 14:09:57,2018-03-06 22:38:53,39.95,2018-03-16 12:00:00,1.0
862,5113.0,2017-06-18 21:01:05,2017-06-23 09:26:42,26.23,2017-07-11 12:00:00,11.0
863,48800.0,2017-03-03 16:49:00,2017-03-16 11:47:50,valores em falta,2017-03-24 12:00:00,5.0
864,36137.0,2018-03-14 19:52:53,2018-05-12 11:20:59,82.12 R$,2018-04-05 12:00:00,9.0
865,2213.0,2018-04-16 10:28:25,2018-04-18 13:28:32,2.63 Real brasileiro,nan,0.0
866,42525.0,2018-03-02 20:37:29,2018-05-09 23:08:44,38.66,2018-03-22 12:00:00,4.0
867,56073.0,2018-07-28 13:13:21,2018-08-03 19:11:55,49.52,2018-08-23 12:00:00,9.0
868,47446.0,2017-03-02 21:31:29,2017-03-16 18:48:06,4.97,2017-03-23,4.0
869,63408.0,2018-08-22 09:42:22,2018-08-24 20:11:09,14.55,2018-08-27,7.0
870,34848.0,2018-02-08 19:02:20,2018-02-20 19:16:55,36.8 Real,2018-03-06 12:00:00,3.0
871,61467.0,2018-03-02 20:34:57,2018-03-16 15:26:50,23.88,2018-03-14 12:00:00,4.0
872,47921.0,2017-05-29 15:48:13,2017-06-07 14:07:04,16.59,2017-06-21 12:00:00,16.0
873,45831.0,2017-11-19 00:25:06,2017-11-27 18:07:08,20.9,nan,2.0
874,3814.0,valores em falta,nan,nan,2018-08-27,9.0
875,56668.0,2017-05-17 09:30:27,2017-05-24 11:25:45,12.28,2017-06-08,11.0
876,43930.0,2017-06-05 00:32:17,2017-06-28 12:06:34,79.88,2017-06-28,4.0
877,50341.0,2018-05-26 12:12:15,2018-06-01 15:42:10,34.33,2018-06-20 12:00:00,1.0
878,59081.0,2018-06-09 17:51:54,2018-06-21 15:05:02,54.51,2018-07-16 12:00:00,14.0
879,54745.0,2017-06-21 19:37:24,2017-06-23 12:03:25,36.8,2017-07-04 12:00:00,9.0
880,58482.0,2017-07-15 12:56:04,2017-07-26 13:17:27,12.58,NO_INFO,6.0
881,61033.0,2018-08-10 18:47:53,2018-08-17 20:39:44,24.23,2018-09-10,6.0
882,58506.0,2018-01-12 13:13:40,2018-01-31 18:23:01,92.85,2018-02-14 12:00:00,5.0
883,40543.0,2017-07-27 13:19:29,2017-08-02 18:43:07,20.91,2017-08-16 12:00:00,1.0
884,18278.0,nones,valores em falta,valores em falta,n/a,12.0
885,26642.0,2018-05-15 08:42:18,N/A,82.12,2018-06-11 12:00:00,4.0
886,16824.0,2018-02-23 12:54:27,2018-03-09 19:58:38,69.21,nan,7.0
887,62892.0,2017-08-28 17:09:05,2017-09-05 18:23:22,46.76,2017-09-25 12:00:00,4.0
888,59885.0,2018-03-24 12:25:44,2018-04-19 18:44:55,19.96,NAN,9.0
889,33165.0,2017-11-01 22:25:54,2017-11-14 19:33:15,n/a,2017-11-27,12.0
890,14371.0,2018-08-21 11:28:41,2018-08-24 19:48:47,0.69,2018-09-03 12:00:00,2.0
891,51053.0,2018-05-07 22:38:02,2018-05-16 15:58:49,62.92,2018-05-28 12:00:00,1.0
892,60352.0,2018-05-04 15:59:37,2018-05-14 23:18:34,33.24,2018-06-04 12:00:00,2.0
893,28871.0,2018-08-16 14:46:01,2018-08-22 23:32:18,11.09 real brasileiro,2018-08-29 12:00:00,1.0
894,25099.0,n/a,valores em falta,valores em falta,n/a,9.0
895,51603.0,nones,n/a,valores em falta,nan,17.0
896,20544.0,2017-11-04 09:29:36,2017-11-21 21:47:04,46.76,2017-12-05,1.0
897,31798.0,2018-05-11 17:22:20,2018-05-17 23:27:58,10.85,2018-05-24,4.0
898,31282.0,2018-08-19 17:06:05,2018-08-23 01:32:04,113.01,no_info,7.0
899,42154.0,2018-06-20 09:09:04,2018-06-28 12:54:48,45.27,2018-07-25 12:00:00,4.0
900,32533.0,2018-06-23 22:12:28,2018-07-09 20:20:43,6.54,2018-07-23 12:00:00,9.0
901,57480.0,2016-10-06 09:59:13,2016-10-27 17:55:56,12.61,nones,9.0
902,46673.0,2018-06-19 11:38:23,2018-07-03 17:52:31,50.92,2018-07-12 12:00:00,0.0
903,6577.0,2018-03-04 15:26:54,2018-03-21 18:48:50,47.55,2018-03-26,1.0
904,25341.0,2018-04-25 19:43:19,2018-04-27 17:37:28,38.63,2018-05-11 12:00:00,14.0
905,12864.0,2017-07-05 21:26:30,2017-07-09 15:34:48,6.08,2017-07-19 12:00:00,10.0
906,9816.0,2018-08-15 17:49:43,2018-08-20 16:58:40,44.68,2018-08-23 12:00:00,11.0
907,29517.0,2018-02-15 10:33:30,2018-02-24 19:15:56,20.9,2018-03-07 12:00:00,8.0
908,11451.0,2018-05-26 23:52:17,nones,no_info,valores em falta,0.0
909,14886.0,2017-02-23 23:40:35,2017-03-08 06:49:03,57.73,valores em falta,11.0
910,44462.0,2017-12-08 09:42:43,2017-12-19 18:43:35,nan,nones,6.0
911,18858.0,2017-11-28 11:40:40,2017-12-05 21:23:25,30.66,no_info,10.0
912,15880.0,2017-04-09 13:33:34,2017-04-18 16:48:26,49.26,2017-05-10 12:00:00,0.0
913,27195.0,2018-05-06 18:15:03,2018-05-11 00:58:36,50.28 REAIS,2018-05-25,4.0
914,28398.0,2018-04-19 09:27:47,2018-04-23 21:46:54,10.85,2018-05-03,9.0
915,2213.0,2018-04-16 10:28:25,2018-04-18 13:28:32,2.63 real brasileiro,nan,0.0
916,62768.0,2017-03-20 10:44:52,2017-03-27 15:13:15,53.22,2017-04-06 12:00:00,3.0
917,49681.0,2017-11-29 22:12:21,no_info,61.74,2017-12-29 12:00:00,2.0
918,709.0,2018-05-18 11:00:26,2018-06-05 15:44:30,51.05,2018-07-16 12:00:00,1.0
919,9301.0,2018-03-07 18:09:41,2018-04-11 19:47:24,22.0,2018-04-09 12:00:00,6.0
920,55432.0,2018-06-23 16:00:55,2018-07-06 16:32:39,16.45,2018-07-23 12:00:00,2.0
921,54300.0,2018-06-09 12:20:13,2018-06-20 17:17:40,19.86,2018-07-04,4.0
922,47272.0,2018-06-23 07:13:25,2018-07-03 16:44:25,23.71,2018-07-19 12:00:00,9.0
923,46058.0,2018-05-29 08:00:01,2018-06-06 14:06:38,38.63,n/a,2.0
924,4819.0,2017-09-19 18:03:53,2017-10-10 23:09:44,49.93,2017-10-10,9.0
925,56445.0,2017-11-23 21:15:06,2017-12-11 17:09:00,29.05,2017-12-22,9.0
926,32222.0,nan,nones,nan,nan,9.0
927,31462.0,2018-05-08 12:30:32,2018-05-15 16:46:52,339.59,2018-05-28 12:00:00,2.0
928,17047.0,nones,2018-04-06 03:11:39,27.2,2018-04-17 12:00:00,13.0
929,1999.0,2017-09-05 22:14:52,2017-09-11 13:27:49,30.66,2017-09-22 12:00:00,4.0
930,13462.0,2018-06-24 10:01:06,2018-07-03 04:28:50,69.13,2018-07-26 12:00:00,3.0
931,17812.0,2018-05-04 17:01:31,2018-05-11 00:08:45,23.7,n/a,0.0
932,11511.0,2017-12-19 18:08:44,2017-12-27 16:18:56,41.41,2018-01-15 12:00:00,10.0
933,57669.0,2017-12-10 11:22:29,2017-12-19 16:58:07,19.93,2018-01-12 12:00:00,5.0
934,46128.0,2017-12-15 15:09:49,2017-12-29 14:57:05,70.89,2018-01-11 12:00:00,6.0
935,6553.0,2018-08-01 08:33:57,2018-08-13 11:22:45,3.04,2018-09-06 12:00:00,9.0
936,39661.0,2018-06-26 12:08:57,2018-07-02 22:37:58,65.03,2018-07-20,2.0
937,31589.0,2018-04-08 11:42:18,2018-04-17 17:52:30,6.15,2018-04-30,6.0
938,29269.0,2018-05-17 16:41:26,2018-05-21 15:22:51,34.33,2018-05-25 12:00:00,2.0
939,3874.0,2017-03-24 22:17:46,2017-04-03 14:43:58,55.54,2017-04-20 12:00:00,9.0
940,50565.0,2018-07-16 23:02:59,2018-07-23 22:08:35,31.8,2018-08-02,1.0
941,29479.0,2018-04-22 19:41:06,2018-05-14 18:19:37,34.4,2018-05-28,3.0
942,26275.0,2018-08-04 11:57:45,2018-08-09 18:32:16,24.97,2018-08-20 12:00:00,12.0
943,2835.0,2017-08-02 16:29:09,2017-08-18 18:35:11,47.55,NONES,7.0
944,45344.0,2017-11-17 10:25:09,2017-12-04 20:38:56,38.66 r$,nan,1.0
945,50628.0,2017-05-21 12:45:22,2017-05-29 16:12:32,21.22,valores em falta,8.0
946,7682.0,2017-05-21 16:19:58,2017-05-26 20:49:53,64.41,no_info,2.0
947,57563.0,n/a,nan,n/a,nones,8.0
948,39272.0,2018-03-05 10:43:53,2018-03-28 12:03:56,70.82,2018-03-29 12:00:00,0.0
949,51569.0,2018-08-01 08:33:57,2018-08-13 11:22:45,3.04,VALORES EM FALTA,0.0
950,26275.0,2018-08-04 11:57:45,2018-08-09 18:32:16,24.97,2018-08-20 12:00:00,12.0
951,12734.0,2018-07-25 19:02:13,2018-08-01 13:26:50,95.82,2018-08-02 12:00:00,17.0
952,47386.0,2018-03-29 15:41:07,2018-04-06 18:19:08,38.63,2018-04-12 12:00:00,14.0
953,42127.0,2018-08-12 13:01:30,2018-08-17 22:48:39,111.38,2018-08-24 12:00:00,14.0
954,26175.0,2018-07-09 00:04:47,2018-07-30 15:38:46,125.78,2018-07-25 12:00:00,10.0
955,35315.0,2018-03-24 17:26:26,2018-03-31 16:38:25,47.92,2018-04-12 12:00:00,10.0
956,49109.0,2017-03-26 14:52:53,2017-03-30 17:08:40,53.36,2017-04-25 12:00:00,12.0
957,51968.0,no_info,2018-08-14 18:28:32,89.55,valores em falta,12.0
958,59169.0,2018-04-16 07:25:38,2018-04-27 18:32:02,34.33,2018-05-03,6.0
959,37506.0,2018-05-08 16:53:32,2018-05-16 19:04:28,45.41,2018-05-18 12:00:00,3.0
960,28554.0,2018-06-24 22:49:54,2018-06-27 12:51:00,52.83,2018-08-02 12:00:00,0.0
961,53356.0,2017-08-07 01:06:50,2017-08-24 19:53:32,47.55,valores em falta,9.0
962,8653.0,2017-02-07 16:34:23,2017-02-20 12:21:39,6.87,2017-03-06 12:00:00,5.0
963,41219.0,2017-03-22 12:58:27,2017-03-27 12:39:06,18.76,2017-04-10,1.0
964,46040.0,2018-02-14 13:18:52,2018-02-16 20:43:17,50.83 real brasileiro,2018-02-22,7.0
965,61453.0,2018-07-26 14:26:52,2018-08-01 23:18:51,nones,2018-08-23,6.0
966,37364.0,2018-05-12 13:50:23,2018-05-18 18:29:01,33.35,2018-06-20,2.0
967,35249.0,2018-02-26 14:09:57,2018-03-06 22:38:53,39.95,2018-03-16 12:00:00,1.0
968,1934.0,2018-06-26 08:14:39,2018-07-03 21:44:00,50.15,VALORES EM FALTA,15.0
969,49681.0,2017-11-29 22:12:21,2017-12-07 15:19:07,61.74,2017-12-29 12:00:00,2.0
970,46364.0,2018-02-17 23:18:19,2018-02-26 20:29:56,29.68,nones,6.0
971,39378.0,2018-04-15 22:28:24,2018-04-25 21:42:07,10.98,nan,3.0
972,61039.0,2018-05-21 00:43:57,2018-05-30 20:18:41,38.63,2018-05-30,4.0
973,41753.0,2018-02-26 08:35:13,2018-03-13 18:22:54,45.57,2018-03-19 12:00:00,1.0
974,39446.0,2018-02-08 08:21:11,2018-02-16 20:43:51,161.82,2018-03-08 12:00:00,4.0
975,57755.0,2018-01-10 09:20:54,2018-01-19 17:54:46,19.96,2018-02-07,1.0
976,452.0,2018-02-02 12:26:58,2018-02-08 12:34:19,29.34,2018-02-20 12:00:00,6.0
977,37084.0,2017-01-27 15:28:18,2017-02-07 14:51:41,22.56,2017-03-15 12:00:00,5.0
978,16230.0,2017-10-16 12:21:07,2017-10-27 20:25:54,47.55,2017-11-16,8.0
979,24907.0,2017-09-16 21:48:11,2017-10-05 20:03:28,68.88,n/a,0.0
980,25967.0,2018-07-23 18:40:15,2018-07-26 18:50:46,50.43,2018-08-09 12:00:00,5.0
981,2315.0,2017-12-26 13:53:29,2018-01-10 20:28:50,47.55,2018-01-23 12:00:00,4.0
982,12301.0,2018-08-07 20:19:14,2018-08-10 17:20:53,38.58,2018-08-16 12:00:00,0.0
983,17071.0,2017-05-08 18:53:05,2017-05-13 11:22:40,82.93,2017-05-31,10.0
984,19273.0,2017-02-20 09:28:19,2017-02-24 10:41:38,49.27,2017-03-21 12:00:00,2.0
985,8793.0,2018-07-15 10:24:22,2018-07-28 01:22:26,15.24 r$,2018-08-08 12:00:00,9.0
986,29009.0,2017-04-21 09:11:44,2017-04-27 15:43:31,55.54,2017-05-11,5.0
987,18682.0,2018-03-26 14:33:13,2018-04-02 15:12:18,13.59,2018-04-12 12:00:00,5.0
988,32914.0,2018-01-29 20:32:55,2018-02-09 12:59:02,22.18,2018-02-20 12:00:00,9.0
989,35271.0,2018-08-06 02:58:06,2018-08-13 21:41:52,61.16,2018-08-17 12:00:00,11.0
990,48893.0,2018-03-05 12:14:57,2018-03-09 11:42:19,38.23,2018-03-21 12:00:00,13.0
991,14246.0,2018-02-09 12:08:29,2018-02-20 18:00:07,17.38,2018-03-05,13.0
992,36938.0,2017-07-02 14:38:35,2017-07-12 18:36:02,227.57,2017-07-21 12:00:00,8.0
993,63422.0,2017-07-10 23:13:44,2017-07-26 13:12:53,82.01,2017-08-03,12.0
994,3294.0,2017-05-18 12:32:16,2017-05-24 16:42:55,32.34,2017-06-01,6.0
995,30757.0,2018-04-30 18:55:04,2018-05-09 13:58:34,109.73,nones,9.0
996,37087.0,2017-05-08 23:21:34,2017-06-16 11:11:50,46.76,2017-06-07,1.0
997,28871.0,2018-08-16 14:46:01,2018-08-22 23:32:18,11.09 REAL BRASILEIRO,2018-08-29 12:00:00,1.0
998,14371.0,2018-08-21 11:28:41,2018-08-24 19:48:47,no_info,2018-09-03 12:00:00,2.0
999,1225.0,2017-08-02 09:49:20,2017-08-10 15:28:03,56.11,2017-08-22,13.0
1000,61263.0,2017-08-27 19:13:23,2017-09-08 17:57:51,58.88 r$,nan,13.0
1001,57563.0,2018-03-05 19:29:12,2018-03-24 18:58:53,7.94,2018-03-22,8.0
1002,49465.0,2017-07-03 09:25:59,2017-07-04 14:35:52,20.51,2017-07-14 12:00:00,2.0
1003,10385.0,2017-10-18 12:36:56,2017-10-19 15:32:12,6.08,2017-10-30 12:00:00,13.0
1004,7009.0,2017-11-25 12:14:42,2017-12-13 09:32:16,78.2,2017-12-15,9.0
1005,51550.0,n/a,2018-05-17 19:17:25,52.79,2018-06-01,6.0
1006,20327.0,2018-01-29 22:08:10,2018-01-31 23:26:48,23.6,2018-02-14,10.0
1007,28444.0,2018-01-04 12:52:13,2018-01-09 15:22:53,47.55,2018-02-01,2.0
1008,59897.0,no_info,2017-09-13 18:55:04,13.5,2017-09-21,0.0
1009,36810.0,2017-05-24 14:17:48,2017-06-01 13:03:15,58.65,2017-06-16 12:00:00,8.0
1010,27355.0,nones,2018-06-19 21:52:22,valores em falta,nan,2.0
1011,12968.0,2017-09-10 16:05:31,2017-09-13 16:05:47,23.6,2017-09-21 12:00:00,4.0
1012,20268.0,2017-06-02 22:47:50,2017-06-19 20:22:43,22.56,2017-07-11 12:00:00,13.0
1013,8598.0,2017-08-08 22:39:06,2017-08-18 21:33:08,47.55,2017-08-30,12.0
1014,5108.0,2017-01-31 21:57:33,2017-02-08 14:47:42,35.46,2017-03-09 12:00:00,1.0
1015,3745.0,2017-06-13 21:51:48,2017-06-23 11:02:49,NO_INFO,2017-07-05 12:00:00,6.0
1016,3740.0,2018-03-15 16:53:42,2018-04-02 21:53:07,44.33,valores em falta,13.0
1017,24626.0,2017-12-02 12:19:20,2017-12-26 17:53:25,37.91,2017-12-29 12:00:00,12.0
1018,41557.0,2018-03-15 00:40:57,2018-03-26 21:41:33,26.52 real brasileiro,2018-04-06,5.0
1019,292.0,2018-06-07 13:58:13,2018-06-13 20:08:45,50.28,2018-07-03 12:00:00,6.0
1020,59897.0,2017-09-04 22:47:46,2017-09-13 18:55:04,13.5,2017-09-21,0.0
1021,14185.0,2017-10-28 18:16:38,2017-11-01 15:39:51,61.32,2017-11-10 12:00:00,1.0
1022,18476.0,2017-07-26 19:45:17,nones,30.5,2017-08-17,4.0
1023,45823.0,2018-04-29 22:03:43,2018-05-08 19:36:48,74.2,nones,16.0
1024,45126.0,2017-04-26 11:31:41,2017-05-02 17:56:37,29.07,2017-05-23,2.0
1025,52425.0,2017-07-30 21:18:52,2017-08-10 17:37:58,24.44,2017-08-22 12:00:00,1.0
1026,31798.0,2018-05-11 17:22:20,2018-05-17 23:27:58,10.85,2018-05-24,4.0
1027,19801.0,2018-02-13 16:01:28,2018-02-19 20:20:44,30.24,2018-03-01,10.0
1028,59819.0,2017-07-28 19:53:33,2017-08-11 19:47:48,0.0,2017-08-21,9.0
1029,47429.0,2018-05-26 21:35:28,2018-06-08 23:22:53,12.28,2018-06-28,12.0
1030,41473.0,2018-06-03 23:24:03,2018-06-13 21:07:37,5.41,2018-07-16 12:00:00,0.0
1031,61039.0,2018-05-21 00:43:57,2018-05-30 20:18:41,38.63,2018-05-30,4.0
1032,47435.0,2018-05-15 22:16:16,2018-05-19 13:04:38,339.59,2018-06-01 12:00:00,4.0
1033,38595.0,2018-07-14 00:41:01,2018-07-23 13:58:56,43.28,2018-07-26 12:00:00,9.0
1034,61739.0,2018-07-04 12:08:27,2018-07-09 14:04:07,34.45,2018-07-25 12:00:00,10.0
1035,57865.0,2017-10-09 22:08:45,2017-10-17 18:27:29,21.88,N/A,6.0
1036,47386.0,2018-03-29 15:41:07,2018-04-06 18:19:08,38.63,2018-04-12 12:00:00,14.0
1037,32533.0,2018-06-23 22:12:28,2018-07-09 20:20:43,6.54,2018-07-23 12:00:00,9.0
1038,11767.0,2018-03-30 00:06:55,2018-04-06 23:26:42,6.87,nan,8.0
1039,9747.0,2017-04-27 00:12:53,2017-05-05 13:34:53,38.15,2017-05-25,12.0
1040,46282.0,2018-07-21 17:02:18,2018-08-02 21:03:57,6.87,2018-08-14,3.0
1041,28230.0,2018-04-27 22:38:23,2018-05-04 19:22:28,42.12,nones,6.0
1042,17585.0,2018-08-22 17:14:07,2018-08-28 18:28:39,63.2,n/a,2.0
1043,52312.0,N/A,NAN,NO_INFO,NO_INFO,12.0
1044,32465.0,2017-12-11 23:18:08,2017-12-27 14:38:42,30.46 Real,2018-01-04 12:00:00,2.0
1045,18682.0,2018-03-26 14:33:13,2018-04-02 15:12:18,13.59,2018-04-12 12:00:00,5.0
1046,26031.0,2018-01-28 11:50:41,2018-02-06 14:16:26,12.0,2018-02-26 12:00:00,1.0
1047,1506.0,2018-04-11 14:36:30,2018-04-24 10:21:59,6.87,2018-05-11,12.0
1048,36200.0,2018-08-20 17:04:34,no_info,24.79,nones,7.0
1049,24232.0,2018-08-05 17:34:26,2018-08-16 14:42:58,52.85,2018-08-23 12:00:00,2.0
1050,243.0,2018-08-10 19:29:13,2018-08-21 13:33:06,65.56,valores em falta,2.0
1051,61055.0,2017-08-29 22:25:09,2017-09-11 19:53:39,133.85,nones,1.0
1052,16693.0,2018-02-05 21:42:18,2018-02-20 18:53:27,54.04,2018-03-12 12:00:00,1.0
1053,29507.0,2018-08-10 12:50:30,2018-08-24 14:22:43,67.6,2018-09-05,8.0
1054,53013.0,2017-09-22 01:42:48,2017-10-05 21:42:37,38.39,2017-10-27 12:00:00,14.0
1055,53434.0,2017-10-01 11:46:12,2017-10-14 13:45:47,30.66,2017-10-24,17.0
1056,28466.0,2018-03-21 09:01:26,2018-03-29 19:36:38,34.33,2018-04-03 12:00:00,15.0
1057,54845.0,2017-03-13 14:20:10,2017-03-23 12:52:57,104.51,2017-04-03 12:00:00,4.0
1058,11476.0,nones,n/a,51.45,2018-02-06 12:00:00,9.0
1059,34990.0,2017-10-16 12:18:33,2017-10-23 17:45:05,29.27 Real brasileiro,nan,1.0
1060,61263.0,2017-08-27 19:13:23,2017-09-08 17:57:51,58.88 R$,NAN,13.0
1061,54614.0,2018-05-25 09:54:34,2018-06-04 20:28:32,52.64,2018-06-19 12:00:00,8.0
1062,33003.0,2018-05-01 14:14:10,2018-05-04 16:09:05,34.33,2018-05-21 12:00:00,6.0
1063,41138.0,2017-08-12 23:12:48,2017-08-21 19:57:21,47.35,no_info,0.0
1064,57025.0,2018-04-21 17:06:23,2018-04-27 21:48:44,68.55,2018-05-11,14.0
1065,16271.0,2017-03-28 15:36:43,2017-04-12 14:58:57,29.51 Reais,2017-04-19 12:00:00,4.0
1066,22685.0,2018-07-17 23:08:18,2018-07-27 21:05:30,34.33,2018-08-01 12:00:00,0.0
1067,52348.0,2017-02-03 17:29:41,2017-02-10 14:07:53,11.23,2017-03-10 12:00:00,13.0
1068,38399.0,2017-04-27 20:35:28,2017-05-09 09:11:25,87.83,2017-06-01,6.0
1069,57166.0,2017-05-05 07:48:46,2017-05-16 06:50:09,31.33,2017-05-26,2.0
1070,19387.0,2017-07-17 20:30:21,2017-07-21 19:39:46,32.34,2017-08-02,3.0
1071,23323.0,2018-02-04 11:05:32,2018-03-01 16:46:44,30.66,2018-03-01,0.0
1072,50144.0,2017-11-16 18:16:55,n/a,17.44,2017-12-06,4.0
1073,31841.0,2017-06-14 18:52:29,2017-06-24 09:13:37,49.16,2017-07-07 12:00:00,2.0
1074,63145.0,2017-09-10 10:49:33,2017-09-14 22:05:33,60.35 R$,2017-09-27 12:00:00,12.0
1075,56406.0,2018-06-06 18:37:14,2018-07-02 21:22:23,20.33 Reais,2018-07-12 12:00:00,9.0
1076,22545.0,VALORES EM FALTA,NAN,95.42,N/A,1.0
1077,32902.0,2018-02-05 16:42:37,2018-02-21 20:17:01,5.88,2018-03-01,10.0
1078,48913.0,2018-02-15 22:32:15,2018-03-08 23:28:34,38.84,valores em falta,4.0
1079,16230.0,2017-10-16 12:21:07,2017-10-27 20:25:54,47.55,2017-11-16,8.0
1080,2530.0,2017-09-10 12:37:46,2017-09-19 12:34:17,38.66,2017-10-03 12:00:00,16.0
1081,11446.0,n/a,no_info,no_info,nones,8.0
1082,2134.0,2018-07-23 15:30:12,2018-08-09 15:03:10,30.72,NAN,16.0
1083,22540.0,2017-11-21 16:22:07,2017-11-29 00:39:07,32.34,2017-12-01 12:00:00,8.0
1084,19987.0,2018-05-01 09:53:51,2018-05-11 00:47:45,56.92,2018-05-24 12:00:00,2.0
1085,53111.0,2018-01-08 17:10:03,2018-01-24 22:42:41,47.55,no_info,15.0
1086,55148.0,2018-04-08 13:04:47,2018-04-16 18:33:44,34.7,valores em falta,4.0
1087,18461.0,2017-08-09 20:43:39,2017-08-21 20:29:43,12.59,valores em falta,9.0
1088,27288.0,2018-06-08 14:59:48,2018-06-13 22:14:30,36.97,2018-06-19,4.0
1089,53723.0,2018-04-04 14:15:00,2018-04-13 18:58:43,72.67,2018-05-03 12:00:00,1.0
1090,54025.0,2018-03-05 09:29:59,2018-03-06 12:16:34,23.6,2018-03-15 12:00:00,2.0
1091,3740.0,2018-03-15 16:53:42,2018-04-02 21:53:07,44.33,VALORES EM FALTA,13.0
1092,33613.0,2017-02-08 22:08:44,2017-02-13 16:05:11,29.06 reais,2017-03-21 12:00:00,7.0
1093,17047.0,2018-03-23 11:03:26,2018-04-06 03:11:39,27.2,2018-04-17 12:00:00,13.0
1094,44821.0,N/A,2018-05-18 21:58:31,6.87 REAIS,2018-06-05,3.0
1095,48027.0,2017-07-10 22:08:53,2017-07-17 14:58:06,30.66,2017-07-28 12:00:00,2.0
1096,19801.0,no_info,2018-02-19 20:20:44,n/a,n/a,10.0
1097,23966.0,2017-08-27 13:02:35,2017-09-06 21:16:11,41.85,2017-09-26 12:00:00,3.0
1098,7595.0,2018-07-02 21:10:53,2018-07-12 16:43:39,22.0,2018-07-31 12:00:00,9.0
1099,39781.0,2018-08-14 16:08:22,2018-08-17 20:02:19,30.16,2018-08-20 12:00:00,5.0
1100,49664.0,2018-01-01 13:17:49,2018-01-05 17:09:10,32.34,no_info,9.0
1101,1718.0,2017-12-24 15:40:09,2017-12-29 17:30:15,67.11,2018-01-22 12:00:00,9.0
1102,4280.0,2017-07-30 09:14:52,2017-08-07 21:36:06,60.47,2017-08-18 12:00:00,2.0
1103,57872.0,nones,2018-06-06 22:22:07,71.22,2018-07-13,4.0
1104,23356.0,2017-12-11 23:55:52,2017-12-19 00:28:26,50.83,2017-12-29 12:00:00,9.0
1105,22078.0,2017-06-20 13:09:25,2017-06-23 13:02:52,32.34,2017-07-03,3.0
1106,25628.0,2018-03-19 10:12:27,2018-03-26 19:59:36,39.6,2018-04-05 12:00:00,7.0
1107,44821.0,2018-05-12 12:53:29,2018-05-18 21:58:31,6.87 REAIS,2018-06-05,3.0
1108,4718.0,2017-04-10 10:00:25,2017-04-18 12:35:28,32.62 r$,2017-05-02 12:00:00,1.0
1109,56596.0,2018-07-23 16:16:37,2018-07-31 21:12:26,75.76,2018-08-14 12:00:00,6.0
1110,46210.0,2017-09-12 15:35:32,2017-09-25 17:26:49,126.47,2017-09-29 12:00:00,6.0
1111,46040.0,2018-02-14 13:18:52,2018-02-16 20:43:17,50.83 real brasileiro,2018-02-22,7.0
1112,23670.0,2017-07-27 11:50:33,2017-08-11 17:52:33,15.22,2017-08-22,9.0
1113,62254.0,2017-11-24 20:33:02,2017-11-29 16:57:32,6.08,nan,2.0
1114,55998.0,2018-04-03 07:08:31,nan,no_info,2018-04-16,1.0
1115,17085.0,2018-06-26 13:21:07,2018-07-02 15:56:51,15.17,2018-07-27 12:00:00,1.0
1116,25575.0,2018-05-15 21:13:41,2018-05-21 17:21:15,64.26,n/a,14.0
1117,48594.0,2018-06-19 16:41:53,2018-06-28 21:28:58,2.21,no_info,1.0
1118,21813.0,2018-01-16 10:29:39,2018-01-24 21:58:09,63.92,2018-02-08 12:00:00,11.0
