order,product,seller,customer,city,state,category,price,shipping,payment,purchased,delivered,estimated_delivery,rating
47984,9,8,47984,unknown,RJ,sports,161.0,31.76,credit card,2018-03-12 15:57:00,2018-04-03 15:21:42,2018-04-03 12:00:00,4.0
47985,10,10,47985,unknown,RJ,fashion,181.99,42.5,credit card,2018-06-12 19:20:44,2018-06-29 21:03:46,2018-07-19 12:00:00,3.0
47986,9,8,47986,rio de janeiro,RJ,sports,100.0,64.26,credit card,2018-06-05 15:29:48,2018-06-14 13:47:43,2018-07-26 12:00:00,4.0
47987,4,10,47987,unknown,SP,fashion,54.3,33.9,credit card,2017-06-30 14:17:12,2017-07-07 20:59:50,2017-07-17 12:00:00,1.0
47988,0,0,47988,sao paulo,SP,health,623.0,33.74,credit card,2018-06-18 09:22:13,2018-06-20 22:03:37,2018-07-04 12:00:00,3.5
47989,4,0,47989,unknown,SP,sports,799.95,74.27,credit card,2018-04-10 14:49:57,2018-04-16 16:17:19,2018-04-26 12:00:00,3.5
47990,9,1,47990,unknown,RS,technology,319.29,137.13,credit card,2018-01-19 13:24:38,2018-02-05 14:33:00,2018-03-01 12:00:00,4.5
47991,12,5,47991,campinas,SP,toys,434.99,83.6,other,2017-03-13 18:14:37,2017-03-28 13:56:55,2017-04-04 12:00:00,3.0
47992,8,0,47992,unknown,SP,technology,395.6,27.54,other,2017-03-05 14:10:40,2017-03-16 19:17:56,2017-04-03 12:00:00,1.5
47993,1,5,47993,rio de janeiro,RJ,toys,103.01,25.28,credit card,2018-07-18 14:04:02,2018-07-27 01:19:40,2018-08-21 12:00:00,5.0
47994,6,1,47994,unknown,SP,fashion,148.5,31.74,credit card,2018-02-26 18:38:33,2018-03-21 18:41:55,2018-03-21 12:00:00,2.0
47995,7,16,47995,niteroi,RJ,health,42.89,20.9,credit card,2018-03-04 23:25:54,2018-03-17 16:53:21,2018-03-22 12:00:00,5.0
47996,1,12,47996,unknown,MG,fashion,106.6,42.85,credit card,2017-07-20 21:50:05,2017-07-31 19:49:43,2017-08-11 12:00:00,1.0
47997,5,12,47997,unknown,RJ,technology,188.8,83.1,credit card,2017-02-26 19:22:42,2017-03-16 18:32:48,2017-04-18 12:00:00,4.5
47998,4,1,47998,unknown,MG,technology,164.98,22.56,credit card,2017-01-30 15:17:38,2017-02-10 14:21:46,2017-03-20 12:00:00,3.0
47999,1,1,47999,sao paulo,SP,technology,849.5,6.25,credit card,2018-08-14 08:39:23,2018-08-18 15:03:48,2018-08-22 12:00:00,4.5
48000,6,17,48000,porto alegre,RS,technology,966.9,12.84,credit card,2017-09-28 13:38:08,2017-10-09 16:37:10,2017-11-06 12:00:00,5.0
48001,17,22,48001,sao paulo,SP,toys,75.25,24.81,credit card,2017-05-09 21:09:48,2017-05-18 09:39:56,2017-05-25 12:00:00,4.5
48002,0,1,48002,unknown,SP,health,299.99,54.42,credit card,2017-08-15 15:57:27,2017-08-22 15:42:30,2017-08-30 12:00:00,3.5
48003,14,3,48003,unknown,SP,fashion,42.89,32.34,credit card,2017-11-27 09:42:13,2017-12-07 19:24:54,2017-12-11 12:00:00,1.5
48004,0,9,48004,unknown,SP,health,347.45,57.3,credit card,2017-10-01 20:26:30,2017-10-10 18:20:10,2017-10-24 12:00:00,3.5
48005,5,17,48005,sao paulo,SP,technology,669.9,93.14,credit card,2018-08-12 00:16:39,2018-08-20 10:41:49,2018-08-23 12:00:00,5.0
48006,13,17,48006,unknown,SP,health,698.9,16.76,credit card,2018-07-06 23:38:02,2018-07-12 00:59:31,2018-07-19 12:00:00,4.5
48007,0,7,48007,rio de janeiro,RJ,fashion,10.35,89.94,credit card,2018-03-28 15:12:18,2018-05-11 18:57:34,2018-05-04 12:00:00,1.0
48008,0,7,48008,unknown,MG,fashion,34.05,6.87,other,2018-04-30 17:09:56,2018-05-07 22:03:53,2018-05-23 12:00:00,1.0
48009,8,0,48009,unknown,SP,toys,100.0,21.51,credit card,2017-06-20 15:45:54,2017-06-27 13:32:10,2017-07-03 12:00:00,2.5
48010,1,3,48010,unknown,SP,health,59.65,39.86,credit card,2018-04-12 11:46:31,2018-04-20 16:32:35,2018-05-07 12:00:00,1.0
48011,9,13,48011,unknown,MG,technology,49.97,57.41,other,2018-05-11 08:15:10,2018-05-16 11:58:53,2018-05-30 12:00:00,1.0
48012,0,7,48012,unknown,SP,technology,266.55,61.32,credit card,2017-08-22 15:08:05,2017-08-25 16:20:31,2017-09-04 12:00:00,2.5
48013,7,1,48013,rio de janeiro,RJ,fashion,199.8,61.16,credit card,2017-07-04 13:37:14,2017-07-14 19:06:47,2017-07-26 12:00:00,4.5
48014,1,5,48014,unknown,MG,health,166.66,70.17,other,2018-04-26 10:03:06,2018-05-14 10:18:50,2018-05-14 12:00:00,2.0
48015,2,4,48015,unknown,SP,sports,40.25,11.83,credit card,2017-06-14 14:59:53,2017-07-14 11:42:07,2017-07-05 12:00:00,1.0
48016,14,13,48016,rio de janeiro,RJ,fashion,220.33,89.34,credit card,2018-04-17 16:57:48,2018-04-20 20:16:31,2018-05-23 12:00:00,4.5
48017,14,10,48017,curitiba,PR,fashion,182.9,20.9,other,2017-12-06 17:30:05,2017-12-13 19:27:49,2018-01-02 12:00:00,2.5
48018,14,16,48018,unknown,SP,fashion,111.27,61.32,other,2017-07-16 19:03:15,2017-07-20 18:04:41,2017-08-02 12:00:00,1.0
48019,12,22,48019,belo horizonte,MG,toys,28.7,222.38,credit card,2017-03-22 20:15:15,2017-03-28 17:28:32,2017-04-12 12:00:00,1.0
48020,2,10,48020,belo horizonte,MG,health,63.0,1.85,credit card,2018-07-23 15:52:49,2018-07-27 22:14:32,2018-08-09 12:00:00,3.0
48021,15,15,48021,sao paulo,SP,sports,50.4,7.1,other,2017-07-07 13:40:04,2017-07-18 19:27:59,2017-07-20 12:00:00,2.5
48022,15,17,48022,unknown,SP,sports,45.9,237.84,other,2018-01-23 08:44:12,2018-02-01 22:25:23,2018-02-21 12:00:00,1.0
48023,11,0,48023,sao paulo,SP,fashion,16.89,16.23,credit card,2018-08-06 21:40:05,2018-08-10 16:07:24,2018-08-13 12:00:00,2.0
48024,8,0,48024,unknown,PR,technology,366.4,72.87,credit card,2017-11-23 20:30:52,2017-12-13 20:19:35,2017-12-19 12:00:00,2.5
48025,2,8,48025,unknown,SP,health,161.25,6.87,credit card,2018-03-21 15:00:45,2018-04-06 17:44:32,2018-04-16 12:00:00,3.0
48026,15,0,48026,unknown,PR,sports,175.8,33.76,credit card,2017-02-28 11:27:39,2017-03-06 17:48:36,2017-03-22 12:00:00,3.0
48027,2,22,48027,sao paulo,SP,technology,42.89,30.66,credit card,2017-07-10 22:08:53,2017-07-17 14:58:06,2017-07-28 12:00:00,2.5
48028,2,20,48028,niteroi,RJ,toys,83.36,12.28,other,2018-03-06 13:54:24,2018-04-16 15:16:26,2018-03-23 12:00:00,1.5
48029,1,5,48029,unknown,MG,technology,36.3,9.29,credit card,2017-02-12 22:08:55,2017-02-17 09:47:49,2017-03-10 12:00:00,3.0
48030,1,2,48030,belo horizonte,MG,technology,692.0,52.93,credit card,2017-08-10 21:04:13,2017-08-23 20:25:18,2017-09-01 12:00:00,3.0
48031,2,17,48031,sao paulo,SP,health,60.63,17.38,credit card,2017-11-07 21:58:38,2017-11-16 20:44:35,2017-11-29 12:00:00,2.0
48032,0,22,48032,unknown,RS,health,40.8,41.52,credit card,2018-05-14 20:55:11,2018-06-04 11:06:52,2018-06-13 12:00:00,1.0
48033,3,1,48033,rio de janeiro,RJ,fashion,74.67,23.23,credit card,2018-05-13 07:12:41,2018-05-18 20:12:24,2018-06-12 12:00:00,4.0
48034,3,21,48034,unknown,RS,toys,29.86,19.67,other,2017-04-04 13:46:04,2017-04-20 13:14:40,2017-05-09 12:00:00,2.0
48035,0,4,48035,unknown,SP,technology,966.9,267.08,other,2017-11-11 08:32:06,2017-11-20 19:31:35,2017-12-08 12:00:00,1.5
48036,6,10,48036,unknown,SP,fashion,10.49,68.36,other,2017-10-23 11:34:23,2017-10-27 18:16:53,2017-11-13 12:00:00,1.0
48037,1,9,48037,guarulhos,SP,technology,2799.65,73.56,credit card,2017-03-09 23:39:26,2017-03-21 13:32:45,2017-03-30 12:00:00,4.5
48038,13,4,48038,sao paulo,SP,sports,692.0,2.75,credit card,2017-05-23 11:09:34,2017-05-31 08:57:47,2017-06-20 12:00:00,5.0
48039,13,5,48039,sao paulo,SP,technology,538.9,27.26,credit card,2017-09-03 16:44:56,2017-09-08 18:08:05,2017-09-21 12:00:00,4.0
48040,16,6,48040,sao paulo,SP,sports,109.82,7.52,credit card,2018-06-08 12:14:25,2018-06-12 01:28:54,2018-06-19 12:00:00,5.0
48041,8,11,48041,sao paulo,SP,health,51.5,133.85,credit card,2017-09-11 09:06:15,2017-09-15 20:37:43,2017-09-27 12:00:00,1.0
48042,0,9,48042,unknown,RS,sports,217.99,82.73,credit card,2017-12-11 06:17:04,2017-12-18 23:34:49,2018-01-12 12:00:00,3.5
48043,9,0,48043,sao paulo,SP,technology,438.99,28.69,credit card,2018-04-23 12:04:39,2018-04-26 19:58:45,2018-05-15 12:00:00,3.0
48044,12,2,48044,unknown,SP,sports,140.0,19.05,other,2017-05-08 14:59:40,2017-05-24 13:25:09,2017-05-29 12:00:00,2.0
48045,8,6,48045,sao paulo,SP,technology,50.21,20.9,other,2017-11-25 15:24:37,2017-12-21 18:58:44,2017-12-28 12:00:00,2.0
48046,0,20,48046,unknown,PR,fashion,96.99,112.43,other,2018-03-28 13:22:47,2018-04-17 18:31:52,2018-04-24 12:00:00,1.0
48047,5,7,48047,unknown,MG,technology,509.99,17.44,other,2018-02-02 20:00:09,2018-02-22 17:47:43,2018-03-05 12:00:00,2.0
48048,8,9,48048,maringa,PR,toys,692.0,19.96,credit card,2018-03-25 15:56:25,2018-04-02 22:10:54,2018-04-18 12:00:00,3.0
48049,9,3,48049,sao paulo,SP,fashion,24.1,32.34,credit card,2018-01-26 16:47:34,2018-01-31 19:59:25,2018-02-09 12:00:00,1.0
48050,4,5,48050,nova iguacu,RJ,fashion,49.8,171.88,credit card,2018-08-24 02:24:29,2018-08-28 20:03:40,2018-09-12 12:00:00,1.0
48051,1,1,48051,sao paulo,SP,sports,141.4,32.34,credit card,2018-02-15 15:11:35,2018-02-23 13:48:59,2018-03-02 12:00:00,3.0
48052,13,3,48052,unknown,SP,sports,314.8,34.33,credit card,2018-03-30 20:45:18,2018-04-04 19:38:47,2018-04-12 12:00:00,2.0
48053,12,22,48053,unknown,SP,toys,34.0,24.19,credit card,2017-10-31 12:58:38,2017-11-14 21:28:58,2017-11-16 12:00:00,1.0
48054,6,22,48054,unknown,SP,fashion,121.85,50.28,credit card,2018-05-23 09:38:29,2018-06-05 20:41:58,2018-06-11 12:00:00,1.0
48055,0,7,48055,rio de janeiro,RJ,technology,2899.0,12.28,credit card,2018-03-27 18:22:21,2018-04-03 14:51:18,2018-04-27 12:00:00,5.0
48056,4,3,48056,unknown,SP,fashion,26.91,164.98,credit card,2018-02-17 01:24:40,2018-02-25 15:13:02,2018-03-19 12:00:00,1.0
48057,3,1,48057,sao paulo,SP,fashion,116.11,47.55,other,2017-11-14 08:29:08,2017-11-21 14:21:58,2017-12-05 12:00:00,2.5
48058,9,12,48058,sao paulo,SP,toys,142.14,0.99,credit card,2018-05-15 09:51:46,2018-05-18 19:21:45,2018-05-24 12:00:00,3.5
48059,2,16,48059,rio de janeiro,RJ,toys,102.22,39.96,credit card,2018-04-04 08:12:18,2018-04-30 18:07:55,2018-05-14 12:00:00,5.0
48060,11,16,48060,unknown,SP,fashion,28.82,50.92,credit card,2017-01-31 20:16:02,2017-03-02 16:59:18,2017-02-27 12:00:00,1.0
48061,3,16,48061,nova iguacu,RJ,toys,111.6,15.32,credit card,2017-02-07 16:34:29,2017-02-24 14:21:39,2017-03-15 12:00:00,5.0
48062,16,10,48062,unknown,RS,sports,359.6,8.52,credit card,2017-10-20 14:00:10,2017-11-06 18:22:35,2017-11-16 12:00:00,4.5
48063,9,0,48063,unknown,SP,fashion,117.56,43.69,credit card,2017-08-24 19:56:08,2017-08-31 17:38:50,2017-09-15 12:00:00,2.0
48064,3,9,48064,unknown,MG,toys,136.89,11.33,other,2018-03-27 13:02:02,2018-04-06 22:04:49,2018-04-13 12:00:00,1.0
48065,5,3,48065,unknown,RS,toys,624.75,138.23,other,2017-07-06 12:43:38,2017-07-18 20:23:19,2017-08-01 12:00:00,2.5
48066,3,24,48066,sao paulo,SP,technology,127.77,32.34,credit card,2018-01-16 18:06:21,2018-02-08 12:48:46,2018-01-31 12:00:00,1.0
48067,14,0,48067,curitiba,PR,fashion,83.8,41.84,credit card,2017-08-04 21:09:44,2017-08-11 18:30:08,2017-08-28 12:00:00,3.5
48068,6,11,48068,duque de caxias,RJ,health,129.7,37.72,credit card,2017-02-13 22:09:21,2017-03-03 06:48:46,2017-03-17 12:00:00,5.0
48069,13,3,48069,santo andre,SP,technology,979.0,48.34,credit card,2018-02-13 14:53:47,2018-02-20 01:09:09,2018-03-02 12:00:00,5.0
48070,3,0,48070,unknown,SP,technology,34.0,62.33,credit card,2018-08-15 17:01:48,2018-08-22 21:51:58,2018-08-27 12:00:00,1.5
48071,2,1,48071,rio de janeiro,RJ,technology,148.97,87.65,credit card,2017-09-18 19:00:06,2017-09-25 19:04:45,2017-10-10 12:00:00,3.0
48072,4,3,48072,unknown,SP,health,170.7,30.01,credit card,2017-09-18 18:53:15,2017-09-22 20:56:45,2017-09-28 12:00:00,2.5
48073,1,0,48073,sao paulo,SP,sports,116.11,44.88,credit card,2018-02-14 10:32:00,2018-03-01 17:52:59,2018-03-13 12:00:00,3.5
48074,6,5,48074,unknown,SP,fashion,34.05,67.11,other,2017-11-25 02:11:32,2017-12-13 21:36:43,2017-12-15 12:00:00,1.0
48075,13,5,48075,unknown,SP,sports,1780.0,55.95,credit card,2018-05-01 23:48:26,2018-05-14 22:57:35,2018-05-15 12:00:00,2.5
48076,0,24,48076,unknown,SP,health,38.94,22.97,credit card,2018-01-16 12:56:37,2018-02-03 00:12:47,2018-02-07 12:00:00,2.0
48077,0,9,48077,sao paulo,SP,technology,498.0,23.03,credit card,2017-11-19 15:50:57,2017-11-23 00:24:44,2017-12-01 12:00:00,5.0
48078,0,10,48078,unknown,SP,health,231.27,13.51,credit card,2018-06-03 16:35:46,2018-06-08 21:38:33,2018-06-28 12:00:00,2.5
48079,7,16,48079,sao paulo,SP,fashion,45.83,70.54,credit card,2018-07-26 00:06:12,2018-07-27 17:08:45,2018-08-03 12:00:00,1.5
48080,2,1,48080,unknown,SP,sports,26.77,9.07,credit card,2017-07-05 20:28:29,2017-07-14 17:49:22,2017-08-07 12:00:00,2.0
48081,13,22,48081,unknown,SP,technology,56.89,11.4,credit card,2017-02-07 20:57:58,2017-02-17 09:54:29,2017-03-10 12:00:00,3.5
48082,9,5,48082,canoas,RS,technology,213.0,87.99,other,2018-07-24 21:17:34,2018-08-08 13:22:10,2018-08-17 12:00:00,4.5
48083,4,21,48083,curitiba,PR,health,148.5,43.17,credit card,2018-01-22 12:55:06,2018-02-01 17:58:43,2018-02-21 12:00:00,3.5
48084,6,19,48084,rio de janeiro,RJ,fashion,403.9,2.46,credit card,2017-03-31 08:48:59,2017-04-10 11:36:16,2017-04-25 12:00:00,5.0
48085,3,1,48085,unknown,MG,fashion,58.1,5.07,credit card,2017-06-13 14:35:51,2017-07-11 18:12:17,2017-07-14 12:00:00,3.0
48086,7,23,48086,unknown,MG,fashion,184.9,22.76,credit card,2017-04-02 00:18:00,2017-04-12 13:44:50,2017-04-26 12:00:00,3.5
48087,13,7,48087,belo horizonte,MG,sports,100.0,37.9,credit card,2018-04-18 15:01:28,2018-05-15 23:09:36,2018-05-10 12:00:00,1.0
48088,0,7,48088,unknown,PR,health,820.0,47.55,credit card,2018-02-02 09:54:46,2018-02-22 01:25:26,2018-03-06 12:00:00,4.5
48089,13,3,48089,sao paulo,SP,technology,518.18,68.17,credit card,2018-06-26 19:49:48,2018-06-28 19:12:01,2018-07-11 12:00:00,3.5
48090,12,19,48090,unknown,PR,toys,159.99,74.78,credit card,2018-06-11 17:33:12,2018-06-19 22:03:43,2018-07-11 12:00:00,1.0
48091,15,8,48091,rio de janeiro,RJ,sports,47.02,4.34,credit card,2018-06-12 16:31:58,2018-06-15 18:08:49,2018-07-13 12:00:00,5.0
48092,0,16,48092,unknown,SP,sports,404.88,8.75,other,2017-07-21 16:27:42,2017-07-31 21:46:58,2017-08-10 12:00:00,1.5
48093,13,6,48093,contagem,MG,technology,161.0,84.96,other,2018-03-29 10:21:48,2018-04-07 14:17:15,2018-04-18 12:00:00,1.0
48094,4,0,48094,unknown,SP,sports,692.0,48.34,other,2017-11-24 08:15:54,2017-12-12 14:17:09,2017-12-14 12:00:00,2.0
48095,1,2,48095,unknown,SP,sports,509.99,35.38,credit card,2018-08-14 12:38:57,2018-08-20 20:02:48,2018-08-23 12:00:00,2.0
48096,13,11,48096,sao paulo,SP,health,2130.0,10.76,credit card,2017-01-29 04:52:16,2017-02-09 07:44:51,2017-03-09 12:00:00,5.0
48097,6,7,48097,sao paulo,SP,technology,820.05,25.13,credit card,2018-05-22 10:26:33,2018-05-25 17:40:42,2018-05-30 12:00:00,4.5
48098,8,24,48098,sao paulo,SP,toys,95.03,12.58,other,2017-12-06 13:08:53,2017-12-14 20:37:01,2017-12-29 12:00:00,2.0
48099,13,3,48099,unknown,RS,technology,154.91,23.11,credit card,2017-12-18 18:03:24,2018-01-03 17:28:45,2018-01-23 12:00:00,4.5
48100,9,19,48100,porto alegre,RS,fashion,102.48,30.8,other,2017-01-26 21:07:27,2017-02-07 13:36:49,2017-02-24 12:00:00,4.5
48101,1,3,48101,porto alegre,RS,health,26.77,95.42,credit card,2017-06-08 10:49:42,2017-06-23 10:51:23,2017-07-05 12:00:00,1.5
48102,13,24,48102,unknown,SP,technology,399.2,87.83,credit card,2017-01-20 22:18:06,2017-01-30 18:35:00,2017-02-16 12:00:00,2.0
48103,9,13,48103,unknown,SP,technology,538.9,34.96,credit card,2017-02-14 18:12:12,2017-03-03 14:03:32,2017-03-23 12:00:00,3.0
48104,17,5,48104,unknown,PR,toys,118.56,87.71,credit card,2018-03-29 11:04:21,2018-04-18 16:03:32,2018-04-23 12:00:00,1.0
48105,13,8,48105,unknown,RS,technology,153.75,70.34,credit card,2017-03-20 16:15:32,2017-04-04 16:07:54,2017-04-12 12:00:00,4.5
48106,4,0,48106,sao paulo,SP,technology,76.99,35.45,credit card,2017-05-02 22:26:38,2017-05-08 16:28:09,2017-05-23 12:00:00,3.0
48107,7,10,48107,unknown,SP,fashion,75.25,20.61,credit card,2017-02-16 11:31:51,2017-02-22 11:43:57,2017-03-15 12:00:00,3.0
48108,7,3,48108,unknown,MG,fashion,686.21,23.92,credit card,2018-06-11 22:55:43,2018-06-15 23:52:02,2018-07-16 12:00:00,2.0
48109,10,9,48109,ponta grossa,PR,fashion,29.4,47.55,other,2017-11-06 14:37:36,2017-11-23 15:04:51,2017-11-30 12:00:00,1.0
48110,2,17,48110,unknown,SP,technology,820.0,42.65,credit card,2017-08-30 12:26:52,2017-09-06 19:36:58,2017-09-12 12:00:00,2.5
48111,4,7,48111,unknown,MG,health,88.83,22.86,credit card,2017-11-23 11:47:25,2017-12-18 19:58:00,2017-12-12 12:00:00,1.0
48112,3,13,48112,unknown,SP,toys,426.99,50.28,credit card,2018-07-27 10:21:52,2018-08-02 13:19:40,2018-08-06 12:00:00,3.0
48113,1,10,48113,porto alegre,RS,technology,128.99,12.59,credit card,2018-01-12 13:48:14,2018-02-03 13:14:47,2018-02-14 12:00:00,5.0
48114,5,10,48114,unknown,SP,toys,692.0,88.24,credit card,2017-04-05 19:29:13,2017-04-12 15:44:07,2017-05-12 12:00:00,3.0
48115,0,17,48115,guarulhos,SP,fashion,33.41,65.01,credit card,2018-02-16 12:56:45,2018-03-02 21:18:36,2018-03-08 12:00:00,1.0
48116,1,7,48116,unknown,SP,technology,89.24,47.55,credit card,2017-10-31 14:30:08,2017-11-14 14:47:10,2017-11-23 12:00:00,1.5
48117,0,6,48117,unknown,MG,sports,779.9,6.87,other,2018-04-19 19:40:08,2018-04-30 22:47:49,2018-05-16 12:00:00,1.0
48118,3,17,48118,sao paulo,SP,fashion,116.9,23.9,credit card,2018-06-21 12:10:25,2018-06-25 17:50:47,2018-07-04 12:00:00,3.0
48119,0,1,48119,sao paulo,SP,toys,171.9,10.54,credit card,2018-08-13 00:00:57,2018-08-15 21:57:39,2018-08-17 12:00:00,3.0
48120,4,9,48120,sao paulo,SP,fashion,495.6,51.9,other,2017-08-18 16:26:37,2017-08-29 12:19:30,2017-09-12 12:00:00,3.0
48121,11,16,48121,unknown,RJ,fashion,34.36,11.7,credit card,2017-04-09 20:15:45,2017-04-17 12:04:56,2017-05-04 12:00:00,4.0
48122,5,12,48122,sao paulo,SP,technology,517.65,0.96,credit card,2017-03-21 11:30:09,2017-04-03 14:05:33,2017-04-20 12:00:00,4.5
48123,2,3,48123,niteroi,RJ,technology,68.55,40.18,credit card,2017-03-13 10:18:25,2017-03-22 12:16:11,2017-04-03 12:00:00,4.5
48124,6,12,48124,unknown,SP,fashion,95.03,56.65,credit card,2017-11-15 19:47:04,2017-12-16 15:48:52,2017-12-11 12:00:00,1.0
48125,4,19,48125,sao paulo,SP,health,91.33,28.36,other,2017-10-26 13:29:49,2017-11-22 17:18:45,2017-11-14 12:00:00,1.0
48126,14,5,48126,unknown,SP,fashion,820.05,30.46,other,2018-06-19 12:04:00,2018-06-25 20:51:38,2018-07-16 12:00:00,1.0
48127,9,22,48127,rio de janeiro,RJ,fashion,44.06,86.98,credit card,2017-12-04 17:06:08,2017-12-23 14:51:31,2018-01-04 12:00:00,1.5
48128,9,10,48128,unknown,SP,sports,212.4,39.78,other,2018-05-19 11:16:55,2018-05-28 15:46:43,2018-05-30 12:00:00,2.0
48129,8,4,48129,porto alegre,RS,health,56.89,35.38,other,2017-04-12 20:56:03,2017-04-28 14:33:31,2017-05-08 12:00:00,3.0
48130,4,1,48130,unknown,SP,fashion,509.99,30.66,credit card,2017-11-29 14:21:01,2017-12-08 12:02:59,2017-12-19 12:00:00,3.0
48131,0,15,48131,sao paulo,SP,sports,399.2,161.82,credit card,2017-12-11 14:48:45,2017-12-22 21:37:18,2018-01-08 12:00:00,2.0
48132,4,5,48132,sao paulo,SP,health,517.65,36.69,credit card,2017-11-16 00:12:22,2017-11-27 16:51:34,2017-12-08 12:00:00,4.5
48133,13,13,48133,unknown,RS,toys,66.0,47.55,other,2017-08-11 20:46:07,2017-08-23 15:42:51,2017-09-06 12:00:00,2.0
48134,10,12,48134,unknown,SP,fashion,509.99,38.66,credit card,2017-06-02 12:16:45,2017-06-12 13:47:24,2017-06-27 12:00:00,3.0
48135,0,9,48135,sao goncalo,RJ,fashion,99.35,70.06,other,2017-04-23 12:07:48,2017-05-16 14:33:34,2017-05-16 12:00:00,3.5
48136,4,1,48136,rio de janeiro,RJ,health,553.68,38.98,credit card,2017-11-28 11:29:31,2017-12-13 20:49:06,2017-12-18 12:00:00,5.0
48137,14,17,48137,sao paulo,SP,fashion,42.89,125.99,credit card,2018-03-06 22:36:06,2018-03-08 16:18:34,2018-03-19 12:00:00,1.0
48138,3,5,48138,sao paulo,SP,toys,137.99,29.27,credit card,2018-06-04 15:29:14,2018-06-06 21:38:43,2018-07-05 12:00:00,2.0
48139,4,10,48139,rio de janeiro,RJ,health,148.0,1.8,credit card,2018-03-05 19:28:16,2018-04-03 22:26:43,2018-04-20 12:00:00,5.0
48140,4,17,48140,unknown,SP,fashion,104.4,126.47,other,2018-01-10 12:47:51,2018-01-22 23:47:37,2018-02-02 12:00:00,1.0
48141,3,22,48141,unknown,SP,fashion,198.5,82.7,other,2018-08-05 10:50:50,2018-08-10 18:18:31,2018-08-15 12:00:00,1.0
48142,10,17,48142,sao paulo,SP,fashion,125.46,87.77,credit card,2018-07-24 21:22:08,2018-07-26 22:32:41,2018-08-03 12:00:00,1.0
48143,14,5,48143,sao paulo,SP,fashion,966.9,24.97,credit card,2017-08-16 16:11:34,2017-08-25 22:19:48,2017-09-11 12:00:00,3.5
48144,11,7,48144,guarulhos,SP,fashion,231.27,95.9,credit card,2018-05-29 11:37:15,2018-06-13 14:29:49,2018-07-04 12:00:00,3.0
48145,6,22,48145,unknown,RS,health,1750.0,37.91,credit card,2017-08-16 14:35:06,2017-08-21 19:12:45,2017-09-12 12:00:00,4.5
48146,4,5,48146,unknown,RS,technology,42.89,19.03,credit card,2018-05-04 14:22:16,2018-05-16 21:26:47,2018-06-14 12:00:00,3.0
48147,4,12,48147,unknown,MG,fashion,356.19,101.63,other,2018-02-14 13:22:12,2018-02-19 19:44:52,2018-03-07 12:00:00,1.0
48148,13,9,48148,sao paulo,SP,health,188.8,13.32,other,2018-06-01 09:35:57,2018-06-05 16:52:18,2018-06-26 12:00:00,3.0
48149,1,3,48149,sao paulo,SP,technology,215.42,13.92,credit card,2018-02-26 16:04:02,2018-03-01 16:42:42,2018-03-12 12:00:00,4.5
48150,2,5,48150,porto alegre,RS,sports,509.99,14.69,credit card,2017-05-15 22:05:34,2017-05-17 08:26:42,2017-06-08 12:00:00,5.0
48151,0,17,48151,unknown,MG,health,71.8,12.59,credit card,2017-07-03 20:08:35,2017-07-12 17:46:11,2017-08-08 12:00:00,3.0
48152,13,23,48152,unknown,SP,sports,223.51,11.06,credit card,2018-05-07 18:56:36,2018-05-14 17:58:39,2018-05-29 12:00:00,3.0
48153,14,1,48153,unknown,MG,fashion,68.0,47.55,credit card,2018-03-04 17:48:42,2018-03-21 21:04:01,2018-03-22 12:00:00,1.5
48154,5,0,48154,unknown,SP,technology,198.5,19.92,credit card,2018-05-20 15:13:58,2018-05-29 18:22:38,2018-06-13 12:00:00,3.0
48155,1,3,48155,sao paulo,SP,fashion,36.5,34.33,other,2018-04-06 15:51:17,2018-04-10 13:40:44,2018-04-18 12:00:00,1.0
48156,14,17,48156,unknown,SP,fashion,49.38,103.12,credit card,2018-05-14 18:11:14,2018-05-18 13:42:18,2018-05-28 12:00:00,1.0
48157,7,7,48157,rio de janeiro,RJ,fashion,100.0,91.32,credit card,2017-03-15 12:56:04,2017-03-20 17:48:35,2017-04-12 12:00:00,4.5
48158,9,13,48158,juiz de fora,MG,fashion,61.6,40.16,other,2017-12-12 11:58:48,2017-12-29 19:29:07,2018-01-08 12:00:00,1.5
48159,0,0,48159,porto alegre,RS,fashion,43.3,28.21,credit card,2018-04-13 20:36:16,2018-04-21 00:04:47,2018-05-15 12:00:00,5.0
48160,7,3,48160,unknown,MG,health,127.49,38.61,credit card,2017-04-25 15:33:46,2017-05-05 14:13:52,2017-05-12 12:00:00,2.0
48161,13,3,48161,unknown,SP,health,22.3,38.35,credit card,2018-08-07 11:08:50,2018-08-15 21:28:31,2018-08-29 12:00:00,1.0
48162,9,3,48162,unknown,SP,toys,34.89,56.65,credit card,2018-08-09 17:02:48,2018-08-16 20:38:38,2018-08-21 12:00:00,1.0
48163,1,17,48163,unknown,SP,fashion,103.01,142.47,other,2018-07-23 19:21:09,2018-07-28 19:41:01,2018-07-31 12:00:00,1.0
48164,2,5,48164,unknown,PR,toys,366.4,72.87,credit card,2017-11-23 20:30:52,2017-12-13 20:19:35,2017-12-19 12:00:00,2.0
48165,9,17,48165,sao paulo,SP,technology,125.46,37.68,credit card,2017-10-09 15:29:20,2017-10-11 18:42:26,2017-10-20 12:00:00,3.0
48166,2,15,48166,sao paulo,SP,sports,189.05,18.17,other,2018-02-24 20:43:42,2018-03-14 01:31:10,2018-03-16 12:00:00,4.5
