ID Cliente,TipoDeCliente,RubroEmpresa,Antiguedad,Edad,Genero,MesesTransaccionados,Encomiendas,Documentos,EncomiendasValor,DocumentosValor,MontoTotal,MesesUltimaTransaccion,ValorAdeudado,NivelDeServicio
38762,Persona,,,50.0,Femenino,5,5,10,27285,42600,69885,5,0.0,91.62250154510919
38763,Empresa,Retail,38.0,,,29,29058,58,222555222,185368,222740590,6,0.0,89.94700185413102
38764,Persona,,,57.0,Masculino,17,34,0,246160,0,246160,4,0.0,93.29800123608734
38765,Empresa,Tecnología,11.0,,,35,12705,7140,105006825,14230020,119236845,2,0.0,96.64900061804367
38766,Persona,,,45.0,Masculino,6,6,6,29322,26556,55878,1,0.0,98.32450030902184
38767,Empresa,Retail,11.0,,,34,35598,102,189310164,298962,189609126,1,0.0,98.32450030902184
38768,Persona,,,57.0,Masculino,10,30,30,67770,132420,200190,2,0.0,96.64900061804367
38769,Empresa,Retail,9.0,,,34,34408,102,101331560,393516,101725076,5,26280677.823969886,91.62250154510919
38770,Persona,,,43.0,Femenino,17,17,17,105876,64277,170153,7,0.0,88.27150216315286
38771,Persona,,,34.0,Femenino,4,8,0,21016,0,21016,4,0.0,93.29800123608734
38772,Persona,,,28.0,Masculino,3,0,6,0,22794,22794,2,0.0,96.64900061804367
38773,Persona,,,41.0,Masculino,17,0,17,0,51476,51476,12,0.0,79.89400370826203
38774,Persona,,,21.0,Femenino,24,0,0,0,0,0,2,0.0,96.64900061804367
38775,Persona,,,18.0,Masculino,23,0,23,0,95473,95473,5,0.0,91.62250154510919
38776,Persona,,,21.0,Masculino,16,0,16,0,24208,24208,8,0.0,86.59600247217469
38777,Persona,,,58.0,Masculino,2,6,4,25110,12888,37998,1,0.0,98.32450030902184
38778,Persona,,,78.0,Masculino,14,0,28,0,54936,54936,8,0.0,86.59600247217469
38779,Persona,,,68.0,Masculino,17,34,34,237286,122740,360026,3,0.0,94.97350092706552
38780,Persona,,,68.0,Masculino,20,0,0,0,0,0,2,0.0,96.64900061804367
38781,Persona,,,35.0,Femenino,16,16,16,136144,53200,189344,7,0.0,88.27150216315286
38782,Persona,,,74.0,Masculino,6,12,18,51180,44280,95460,4,0.0,93.29800123608734
38783,Persona,,,78.0,Masculino,13,0,0,0,0,0,4,0.0,93.29800123608734
38784,Persona,,,21.0,Masculino,24,0,0,0,0,0,3,0.0,94.97350092706552
38785,Persona,,,43.0,Masculino,22,88,0,819368,0,819368,11,0.0,81.5695033992402
38786,Persona,,,66.0,Femenino,13,0,0,0,0,0,7,0.0,88.27150216315286
38787,Empresa,Retail,50.0,,,39,39390,0,238545840,0,238545840,3,0.0,94.97350092706552
38788,Persona,,,52.0,Femenino,23,0,23,0,69368,69368,4,0.0,93.29800123608734
38789,Empresa,Retail,23.0,,,59,57230,236,264459830,676376,265136206,10,0.0,83.24500309021836
38790,Persona,,,37.0,Femenino,14,0,14,0,62090,62090,10,0.0,83.24500309021836
38791,Persona,,,66.0,Masculino,6,0,0,0,0,0,3,0.0,94.97350092706552
38792,Empresa,Retail,27.0,,,17,17731,34,161564872,103734,161668606,9,0.0,84.92050278119653
38793,Empresa,Retail,18.0,,,12,11976,0,104346888,0,104346888,9,0.0,84.92050278119653
38794,Persona,,,24.0,Femenino,2,4,0,10560,0,10560,1,0.0,98.32450030902184
38795,Persona,,,42.0,Masculino,21,0,21,0,32214,32214,10,0.0,83.24500309021836
38796,Persona,,,38.0,Masculino,15,0,30,0,58050,58050,1,0.0,98.32450030902184
38797,Persona,,,37.0,Masculino,16,16,16,82272,60256,142528,8,0.0,86.59600247217469
38798,Persona,,,74.0,Masculino,20,0,0,0,0,0,7,0.0,88.27150216315286
38799,Persona,,,48.0,Masculino,6,0,0,0,0,0,2,0.0,96.64900061804367
38800,Persona,,,31.0,Femenino,18,36,36,187236,111096,298332,1,0.0,98.32450030902184
38801,Persona,,,65.0,Masculino,11,44,22,356004,80872,436876,2,0.0,96.64900061804367
38802,Persona,,,74.0,Masculino,1,2,1,10194,4480,14674,1,0.0,98.32450030902184
38803,Persona,,,68.0,Masculino,22,22,0,57288,0,57288,12,0.0,79.89400370826203
38804,Persona,,,44.0,Masculino,5,5,10,27250,37910,65160,5,0.0,91.62250154510919
38805,Persona,,,27.0,Femenino,1,0,0,0,0,0,1,0.0,98.32450030902184
38806,Persona,,,62.0,Femenino,3,3,9,25911,38412,64323,3,0.0,94.97350092706552
38807,Persona,,,24.0,Femenino,22,22,0,164780,0,164780,5,0.0,91.62250154510919
38808,Persona,,,76.0,Femenino,13,13,0,89648,0,89648,9,0.0,84.92050278119653
38809,Persona,,,74.0,Femenino,2,2,0,16202,0,16202,2,0.0,96.64900061804367
38810,Persona,,,62.0,Masculino,9,0,9,0,22149,22149,3,0.0,94.97350092706552
38811,Persona,,,58.0,Masculino,13,0,13,0,25038,25038,7,0.0,88.27150216315286
38812,Persona,,,24.0,Femenino,6,12,0,68196,0,68196,4,0.0,93.29800123608734
38813,Persona,,,79.0,Masculino,2,0,2,0,4492,4492,1,0.0,98.32450030902184
38814,Persona,,,42.0,Masculino,20,20,20,125340,33040,158380,12,0.0,79.89400370826203
38815,Persona,,,28.0,Femenino,5,5,0,31470,0,31470,1,0.0,98.32450030902184
38816,Persona,,,74.0,Femenino,21,42,0,106806,0,106806,12,0.0,79.89400370826203
38817,Persona,,,23.0,Masculino,12,0,0,0,0,0,11,0.0,81.5695033992402
38818,Empresa,Retail,28.0,,,52,51480,104,121286880,277680,121564560,7,0.0,88.27150216315286
38819,Persona,,,67.0,Masculino,10,20,10,95600,21660,117260,5,0.0,91.62250154510919
38820,Persona,,,66.0,Femenino,22,44,0,133716,0,133716,7,0.0,88.27150216315286
38821,Empresa,Retail,10.0,,,21,20244,0,167883492,0,167883492,7,18510292.829111494,88.27150216315286
38822,Persona,,,53.0,Masculino,12,12,24,42912,102528,145440,7,0.0,88.27150216315286
38823,Persona,,,20.0,Femenino,15,0,30,0,125940,125940,10,0.0,83.24500309021836
38824,Persona,,,69.0,Femenino,20,20,20,177280,43680,220960,7,0.0,88.27150216315286
38825,Persona,,,68.0,Masculino,6,6,6,40794,17322,58116,2,0.0,96.64900061804367
38826,Persona,,,56.0,Masculino,24,24,0,101472,0,101472,4,0.0,93.29800123608734
38827,Empresa,Retail,6.0,,,27,27405,54,78926400,140616,79067016,1,17220398.81985883,98.32450030902184
38828,Persona,,,68.0,Femenino,1,1,0,7664,0,7664,1,0.0,98.32450030902184
38829,Persona,,,59.0,Masculino,15,15,15,142335,34455,176790,6,0.0,89.94700185413102
38830,Empresa,Retail,37.0,,,60,60720,120,516909360,403200,517312560,9,0.0,84.92050278119653
38831,Persona,,,23.0,Femenino,21,0,21,0,47040,47040,11,0.0,81.5695033992402
38832,Persona,,,29.0,Femenino,6,6,6,44448,16302,60750,4,0.0,93.29800123608734
38833,Persona,,,56.0,Femenino,9,9,9,77454,20286,97740,1,0.0,98.32450030902184
38834,Empresa,Servicios Financieros,3.0,,,56,19600,11648,158113200,46988032,205101232,6,58330758.0730954,89.94700185413102
38835,Persona,,,79.0,Femenino,13,13,13,73541,32045,105586,9,0.0,84.92050278119653
38836,Persona,,,24.0,Masculino,21,42,21,351372,83475,434847,6,0.0,89.94700185413102
38837,Persona,,,70.0,Masculino,8,16,8,69008,26256,95264,7,0.0,88.27150216315286
38838,Empresa,Retail,27.0,,,27,28647,54,98688915,230904,98919819,6,0.0,89.94700185413102
38839,Persona,,,24.0,Femenino,3,3,0,27732,0,27732,3,0.0,94.97350092706552
38840,Persona,,,31.0,Masculino,23,0,46,0,135148,135148,10,0.0,83.24500309021836
38841,Persona,,,20.0,Femenino,24,0,0,0,0,0,2,0.0,96.64900061804367
38842,Persona,,,41.0,Masculino,8,8,0,44720,0,44720,2,0.0,96.64900061804367
38843,Persona,,,41.0,Masculino,13,0,0,0,0,0,12,0.0,79.89400370826203
38844,Persona,,,62.0,Femenino,10,10,0,56230,0,56230,10,0.0,83.24500309021836
38845,Persona,,,55.0,Femenino,22,0,66,0,144342,144342,3,0.0,94.97350092706552
38846,Empresa,Educación,35.0,,,37,12358,7992,102707338,13882104,116589442,10,0.0,83.24500309021836
38847,Persona,,,38.0,Masculino,13,0,13,0,43927,43927,2,0.0,96.64900061804367
38848,Persona,,,67.0,Femenino,5,5,0,38675,0,38675,3,0.0,94.97350092706552
38849,Persona,,,48.0,Masculino,20,40,20,267240,80860,348100,4,0.0,93.29800123608734
38850,Persona,,,39.0,Femenino,4,0,4,0,10500,10500,2,0.0,96.64900061804367
38851,Persona,,,44.0,Femenino,14,14,28,132104,75012,207116,12,0.0,79.89400370826203
38852,Persona,,,61.0,Femenino,5,0,10,0,20550,20550,3,0.0,94.97350092706552
38853,Persona,,,27.0,Masculino,20,0,20,0,34440,34440,12,0.0,79.89400370826203
38854,Empresa,Retail,34.0,,,12,11736,0,59924016,0,59924016,1,0.0,98.32450030902184
38855,Persona,,,72.0,Masculino,3,3,3,28854,12255,41109,1,0.0,98.32450030902184
38856,Persona,,,46.0,Masculino,22,0,0,0,0,0,11,0.0,81.5695033992402
38857,Empresa,Manufactura,37.0,,,44,43516,44,108441872,78320,108520192,3,0.0,94.97350092706552
38858,Persona,,,37.0,Femenino,8,8,8,58632,23864,82496,1,0.0,98.32450030902184
38859,Persona,,,54.0,Femenino,2,0,0,0,0,0,2,0.0,96.64900061804367
38860,Persona,,,45.0,Femenino,7,7,7,68418,31157,99575,4,0.0,93.29800123608734
38861,Persona,,,44.0,Masculino,22,44,0,317988,0,317988,12,0.0,79.89400370826203
38862,Persona,,,76.0,Masculino,12,12,0,41544,0,41544,5,0.0,91.62250154510919
38863,Persona,,,24.0,Femenino,18,0,18,0,67968,67968,1,0.0,98.32450030902184
38864,Persona,,,58.0,Femenino,19,19,19,152551,33611,186162,1,0.0,98.32450030902184
38865,Persona,,,21.0,Masculino,16,16,0,140720,0,140720,2,0.0,96.64900061804367
38866,Empresa,Retail,4.0,,,41,40508,41,178437740,176218,178613958,7,38059407.744544074,88.27150216315286
38867,Persona,,,39.0,Masculino,6,12,6,41700,25338,67038,3,0.0,94.97350092706552
38868,Empresa,Manufactura,30.0,,,37,37851,37,184485774,70744,184556518,3,0.0,94.97350092706552
38869,Persona,,,42.0,Femenino,2,2,0,6532,0,6532,2,0.0,96.64900061804367
38870,Persona,,,79.0,Femenino,19,19,0,48051,0,48051,8,0.0,86.59600247217469
38871,Persona,,,62.0,Masculino,15,15,15,137835,25305,163140,2,0.0,96.64900061804367
38872,Persona,,,44.0,Femenino,23,23,0,71645,0,71645,12,0.0,79.89400370826203
38873,Persona,,,66.0,Femenino,13,39,13,381771,42263,424034,11,0.0,81.5695033992402
38874,Empresa,Retail,45.0,,,51,50133,102,409937541,299982,410237523,7,0.0,88.27150216315286
38875,Persona,,,39.0,Masculino,24,0,0,0,0,0,9,0.0,84.92050278119653
38876,Persona,,,75.0,Masculino,21,42,42,280770,107184,387954,10,0.0,83.24500309021836
38877,Persona,,,72.0,Masculino,12,0,24,0,69312,69312,7,0.0,88.27150216315286
38878,Persona,,,38.0,Masculino,19,38,0,267178,0,267178,2,0.0,96.64900061804367
38879,Persona,,,27.0,Femenino,14,42,14,239106,44002,283108,7,0.0,88.27150216315286
38880,Persona,,,34.0,Masculino,8,8,0,74416,0,74416,1,0.0,98.32450030902184
38881,Persona,,,19.0,Femenino,19,38,19,223174,35131,258305,9,0.0,84.92050278119653
38882,Persona,,,75.0,Femenino,6,6,6,15324,18660,33984,6,0.0,89.94700185413102
38883,Persona,,,77.0,Masculino,24,48,0,135264,0,135264,12,0.0,79.89400370826203
38884,Persona,,,52.0,Femenino,14,42,14,404334,47390,451724,9,0.0,84.92050278119653
38885,Empresa,Educación,2.0,,,40,14960,6920,55711040,13909200,69620240,11,17323841.187669456,81.5695033992402
38886,Empresa,Retail,13.0,,,26,25038,26,74838582,95212,74933794,10,0.0,83.24500309021836
38887,Persona,,,54.0,Femenino,6,6,0,37530,0,37530,2,0.0,96.64900061804367
38888,Persona,,,37.0,Femenino,2,2,4,7160,16776,23936,2,0.0,96.64900061804367
38889,Empresa,Manufactura,25.0,,,46,45264,138,272036640,317262,272353902,12,0.0,79.89400370826203
38890,Persona,,,30.0,Femenino,4,8,4,36112,14072,50184,2,0.0,96.64900061804367
38891,Persona,,,19.0,Femenino,3,0,0,0,0,0,1,0.0,98.32450030902184
38892,Persona,,,55.0,Masculino,13,26,52,204282,227500,431782,12,0.0,79.89400370826203
38893,Persona,,,66.0,Femenino,4,0,4,0,7164,7164,4,0.0,93.29800123608734
38894,Empresa,Retail,35.0,,,13,13676,26,125983312,105326,126088638,9,0.0,84.92050278119653
38895,Persona,,,19.0,Masculino,9,0,18,0,42156,42156,2,0.0,96.64900061804367
38896,Persona,,,25.0,Masculino,16,16,16,32992,58400,91392,12,0.0,79.89400370826203
38897,Empresa,Retail,47.0,,,42,40614,84,190479660,340200,190819860,4,0.0,93.29800123608734
38898,Persona,,,28.0,Masculino,1,2,1,6588,3127,9715,1,0.0,98.32450030902184
38899,Persona,,,25.0,Femenino,4,4,8,23096,14664,37760,4,0.0,93.29800123608734
38900,Persona,,,67.0,Femenino,17,0,0,0,0,0,7,0.0,88.27150216315286
38901,Persona,,,68.0,Femenino,20,0,0,0,0,0,2,0.0,96.64900061804367
38902,Persona,,,28.0,Femenino,23,46,46,408940,109802,518742,4,0.0,93.29800123608734
38903,Empresa,Educación,34.0,,,54,19116,10260,110433132,39429180,149862312,1,0.0,98.32450030902184
38904,Persona,,,42.0,Masculino,12,12,12,106560,51468,158028,2,0.0,96.64900061804367
38905,Persona,,,34.0,Femenino,8,24,16,50208,54496,104704,1,0.0,98.32450030902184
38906,Persona,,,59.0,Masculino,8,8,0,45712,0,45712,4,0.0,93.29800123608734
38907,Empresa,Retail,41.0,,,19,19038,19,105737052,53105,105790157,6,0.0,89.94700185413102
38908,Empresa,Retail,23.0,,,15,14415,30,44700915,71130,44772045,4,0.0,93.29800123608734
38909,Persona,,,29.0,Masculino,5,0,5,0,7745,7745,5,0.0,91.62250154510919
38910,Persona,,,61.0,Masculino,9,0,9,0,29286,29286,1,0.0,98.32450030902184
38911,Empresa,Retail,9.0,,,45,42975,135,197255250,424575,197679825,5,33526871.798345003,91.62250154510919
38912,Persona,,,63.0,Masculino,21,21,21,75621,42504,118125,1,0.0,98.32450030902184
38913,Persona,,,33.0,Masculino,20,60,0,558960,0,558960,11,0.0,81.5695033992402
38914,Empresa,Retail,6.0,,,31,31031,31,270869599,121055,270990654,12,26339989.14400926,79.89400370826203
38915,Persona,,,67.0,Masculino,3,0,0,0,0,0,3,0.0,94.97350092706552
38916,Empresa,Retail,45.0,,,31,31682,31,260235948,126201,260362149,6,0.0,89.94700185413102
38917,Persona,,,77.0,Femenino,18,18,0,153324,0,153324,2,0.0,96.64900061804367
38918,Persona,,,59.0,Masculino,17,0,17,0,57987,57987,6,0.0,89.94700185413102
38919,Persona,,,79.0,Masculino,16,16,16,146256,45600,191856,3,0.0,94.97350092706552
38920,Empresa,Retail,45.0,,,29,27927,58,255587904,193778,255781682,12,0.0,79.89400370826203
38921,Persona,,,60.0,Femenino,20,20,20,95220,37080,132300,7,0.0,88.27150216315286
38922,Persona,,,59.0,Masculino,7,7,0,20818,0,20818,7,0.0,88.27150216315286
38923,Empresa,Educación,38.0,,,27,9369,5319,67063302,20797290,87860592,8,0.0,86.59600247217469
38924,Persona,,,18.0,Masculino,11,0,0,0,0,0,8,0.0,86.59600247217469
38925,Persona,,,26.0,Femenino,2,6,4,59010,12296,71306,1,0.0,98.32450030902184
38926,Persona,,,32.0,Femenino,7,14,0,40838,0,40838,5,0.0,91.62250154510919
38927,Persona,,,26.0,Femenino,6,6,6,52452,10374,62826,2,0.0,96.64900061804367
38928,Persona,,,32.0,Masculino,22,44,22,262680,53680,316360,8,0.0,86.59600247217469
38929,Empresa,Educación,47.0,,,45,16155,9225,106671465,34990425,141661890,10,0.0,83.24500309021836
38930,Persona,,,18.0,Masculino,5,5,5,40640,20440,61080,4,0.0,93.29800123608734
38931,Persona,,,62.0,Femenino,11,22,0,214610,0,214610,2,0.0,96.64900061804367
38932,Persona,,,67.0,Masculino,8,8,8,32152,23144,55296,7,0.0,88.27150216315286
38933,Persona,,,40.0,Masculino,3,0,0,0,0,0,1,0.0,98.32450030902184
38934,Persona,,,18.0,Masculino,20,0,0,0,0,0,7,0.0,88.27150216315286
38935,Persona,,,44.0,Femenino,1,0,1,0,2185,2185,1,0.0,98.32450030902184
38936,Persona,,,46.0,Femenino,4,4,4,8148,16296,24444,1,0.0,98.32450030902184
38937,Persona,,,43.0,Masculino,8,0,0,0,0,0,6,0.0,89.94700185413102
38938,Persona,,,32.0,Masculino,2,2,0,5638,0,5638,2,0.0,96.64900061804367
38939,Empresa,Manufactura,37.0,,,14,13958,14,133647850,46172,133694022,10,0.0,83.24500309021836
38940,Persona,,,62.0,Masculino,3,6,3,43308,12552,55860,3,0.0,94.97350092706552
38941,Persona,,,23.0,Masculino,14,14,42,79198,171108,250306,7,0.0,88.27150216315286
38942,Persona,,,48.0,Femenino,6,0,0,0,0,0,3,0.0,94.97350092706552
38943,Persona,,,70.0,Masculino,10,0,0,0,0,0,2,0.0,96.64900061804367
38944,Empresa,Educación,23.0,,,25,8850,5175,57348000,19085400,76433400,9,0.0,84.92050278119653
38945,Persona,,,30.0,Femenino,9,9,0,18828,0,18828,2,0.0,96.64900061804367
38946,Persona,,,66.0,Femenino,4,8,0,58936,0,58936,3,0.0,94.97350092706552
38947,Persona,,,36.0,Femenino,19,38,0,168188,0,168188,10,0.0,83.24500309021836
38948,Persona,,,26.0,Femenino,10,10,0,96300,0,96300,4,0.0,93.29800123608734
38949,Persona,,,49.0,Masculino,16,0,16,0,39552,39552,2,0.0,96.64900061804367
38950,Persona,,,24.0,Femenino,11,0,11,0,22341,22341,6,0.0,89.94700185413102
38951,Persona,,,30.0,Femenino,23,0,0,0,0,0,5,0.0,91.62250154510919
38952,Persona,,,38.0,Femenino,20,40,40,235280,156280,391560,6,0.0,89.94700185413102
38953,Persona,,,69.0,Femenino,23,69,23,168774,83973,252747,8,0.0,86.59600247217469
38954,Persona,,,57.0,Masculino,14,0,0,0,0,0,9,0.0,84.92050278119653
38955,Persona,,,77.0,Femenino,12,24,12,122376,36744,159120,1,0.0,98.32450030902184
38956,Persona,,,34.0,Masculino,14,42,14,376110,42378,418488,11,0.0,81.5695033992402
38957,Persona,,,43.0,Masculino,22,0,22,0,66990,66990,1,0.0,98.32450030902184
38958,Persona,,,73.0,Femenino,1,2,2,16048,8160,24208,1,0.0,98.32450030902184
38959,Persona,,,57.0,Masculino,8,16,8,148448,26120,174568,8,0.0,86.59600247217469
38960,Empresa,Retail,33.0,,,36,36396,180,347545404,282600,347828004,4,0.0,93.29800123608734
38961,Persona,,,74.0,Masculino,11,11,66,34595,257466,292061,6,0.0,89.94700185413102
38962,Persona,,,67.0,Masculino,22,0,88,0,332288,332288,12,0.0,79.89400370826203
38963,Persona,,,23.0,Femenino,3,0,3,0,7224,7224,3,0.0,94.97350092706552
38964,Empresa,Retail,20.0,,,50,50550,0,230305800,0,230305800,9,0.0,84.92050278119653
38965,Persona,,,47.0,Femenino,15,30,60,101400,120540,221940,5,0.0,91.62250154510919
38966,Persona,,,70.0,Femenino,3,6,9,55644,24507,80151,2,0.0,96.64900061804367
38967,Empresa,Manufactura,14.0,,,55,57255,55,198159555,181830,198341385,2,0.0,96.64900061804367
38968,Persona,,,26.0,Femenino,7,7,21,23317,94164,117481,5,0.0,91.62250154510919
38969,Persona,,,30.0,Femenino,16,0,0,0,0,0,11,0.0,81.5695033992402
38970,Persona,,,77.0,Masculino,17,17,0,74324,0,74324,3,0.0,94.97350092706552
38971,Empresa,Manufactura,45.0,,,42,42588,84,272179908,185976,272365884,7,0.0,88.27150216315286
38972,Persona,,,52.0,Femenino,20,0,20,0,65820,65820,11,0.0,81.5695033992402
38973,Persona,,,23.0,Masculino,24,48,0,224400,0,224400,8,0.0,86.59600247217469
38974,Persona,,,70.0,Masculino,11,33,22,164967,86394,251361,9,0.0,84.92050278119653
38975,Persona,,,72.0,Femenino,18,0,36,0,116028,116028,9,0.0,84.92050278119653
38976,Empresa,Retail,21.0,,,19,18658,0,100230776,0,100230776,11,0.0,81.5695033992402
38977,Persona,,,50.0,Masculino,8,16,24,135952,55896,191848,5,0.0,91.62250154510919
38978,Persona,,,40.0,Femenino,12,24,0,129984,0,129984,1,0.0,98.32450030902184
38979,Empresa,Retail,11.0,,,58,57304,58,266578208,193720,266771928,12,0.0,79.89400370826203
38980,Persona,,,55.0,Masculino,1,0,0,0,0,0,1,0.0,98.32450030902184
38981,Empresa,Educación,8.0,,,27,9423,5400,59685282,20298600,79983882,2,6135485.808636753,96.64900061804367
38982,Persona,,,33.0,Femenino,23,46,0,399280,0,399280,11,0.0,81.5695033992402
38983,Empresa,Manufactura,46.0,,,50,46750,50,116033500,182550,116216050,10,0.0,83.24500309021836
38984,Persona,,,59.0,Femenino,8,0,16,0,39104,39104,2,0.0,96.64900061804367
38985,Persona,,,19.0,Femenino,21,21,0,158193,0,158193,7,0.0,88.27150216315286
38986,Empresa,Retail,32.0,,,20,20660,20,205463700,76040,205539740,7,0.0,88.27150216315286
38987,Persona,,,50.0,Femenino,19,19,19,173888,84645,258533,10,0.0,83.24500309021836
38988,Persona,,,73.0,Femenino,24,24,0,222960,0,222960,8,0.0,86.59600247217469
38989,Empresa,Retail,43.0,,,26,25506,52,105543828,141024,105684852,11,0.0,81.5695033992402
38990,Persona,,,42.0,Masculino,4,4,0,37672,0,37672,4,0.0,93.29800123608734
38991,Empresa,Retail,6.0,,,50,47800,0,360555400,0,360555400,7,75343761.85698119,88.27150216315286
38992,Persona,,,47.0,Femenino,2,2,0,16208,0,16208,1,0.0,98.32450030902184
38993,Empresa,Manufactura,37.0,,,39,39039,78,99939840,159744,100099584,10,0.0,83.24500309021836
38994,Persona,,,26.0,Masculino,10,0,20,0,42220,42220,8,0.0,86.59600247217469
38995,Persona,,,31.0,Masculino,8,8,16,51320,39424,90744,3,0.0,94.97350092706552
38996,Persona,,,71.0,Masculino,16,32,16,304448,67056,371504,10,0.0,83.24500309021836
38997,Persona,,,61.0,Femenino,19,19,38,176890,116926,293816,7,0.0,88.27150216315286
38998,Persona,,,28.0,Masculino,17,119,17,625107,40902,666009,12,0.0,79.89400370826203
38999,Persona,,,43.0,Masculino,4,8,0,45304,0,45304,1,0.0,98.32450030902184
39000,Persona,,,69.0,Masculino,1,0,2,0,8686,8686,1,0.0,98.32450030902184
39001,Empresa,Servicios Financieros,20.0,,,19,6213,3667,32208192,12031427,44239619,2,0.0,96.64900061804367
39002,Persona,,,60.0,Femenino,23,0,23,0,38364,38364,3,0.0,94.97350092706552
39003,Persona,,,52.0,Masculino,12,0,12,0,34848,34848,7,0.0,88.27150216315286
39004,Persona,,,36.0,Femenino,21,42,0,405720,0,405720,3,0.0,94.97350092706552
39005,Persona,,,67.0,Masculino,5,5,0,19785,0,19785,1,0.0,98.32450030902184
39006,Persona,,,40.0,Masculino,9,0,9,0,31554,31554,5,0.0,91.62250154510919
39007,Persona,,,71.0,Femenino,12,0,0,0,0,0,9,0.0,84.92050278119653
39008,Persona,,,56.0,Femenino,21,21,21,209265,81648,290913,10,0.0,83.24500309021836
39009,Persona,,,52.0,Femenino,23,0,0,0,0,0,2,0.0,96.64900061804367
39010,Persona,,,77.0,Masculino,2,0,8,0,23120,23120,2,0.0,96.64900061804367
39011,Empresa,Tecnología,40.0,,,47,16497,8695,80785809,19833295,100619104,4,0.0,93.29800123608734
39012,Persona,,,22.0,Femenino,2,0,2,0,4764,4764,2,0.0,96.64900061804367
39013,Persona,,,78.0,Femenino,10,0,0,0,0,0,3,0.0,94.97350092706552
39014,Empresa,Manufactura,35.0,,,14,13678,28,62098120,54516,62152636,8,0.0,86.59600247217469
39015,Persona,,,44.0,Masculino,8,32,0,197376,0,197376,8,0.0,86.59600247217469
39016,Persona,,,18.0,Masculino,11,11,0,87175,0,87175,7,0.0,88.27150216315286
39017,Persona,,,45.0,Masculino,12,12,12,52188,18408,70596,6,0.0,89.94700185413102
39018,Persona,,,58.0,Femenino,15,15,15,103200,38445,141645,5,0.0,91.62250154510919
39019,Persona,,,24.0,Masculino,7,0,0,0,0,0,5,0.0,91.62250154510919
39020,Empresa,Retail,10.0,,,24,23544,24,52408944,104736,52513680,5,6249394.922527952,91.62250154510919
39021,Persona,,,75.0,Masculino,16,32,0,193216,0,193216,8,0.0,86.59600247217469
39022,Persona,,,74.0,Masculino,24,48,0,378432,0,378432,3,0.0,94.97350092706552
39023,Persona,,,58.0,Masculino,15,15,30,70935,121890,192825,1,0.0,98.32450030902184
39024,Persona,,,35.0,Femenino,24,0,24,0,106488,106488,1,0.0,98.32450030902184
39025,Persona,,,62.0,Masculino,5,10,0,37860,0,37860,5,0.0,91.62250154510919
39026,Persona,,,48.0,Masculino,24,0,0,0,0,0,4,0.0,93.29800123608734
39027,Persona,,,67.0,Femenino,4,8,4,22216,17460,39676,4,0.0,93.29800123608734
39028,Persona,,,25.0,Femenino,14,28,28,132020,70896,202916,6,0.0,89.94700185413102
39029,Persona,,,47.0,Masculino,6,0,0,0,0,0,4,0.0,93.29800123608734
39030,Persona,,,39.0,Masculino,17,68,34,586908,112846,699754,9,0.0,84.92050278119653
39031,Persona,,,65.0,Femenino,24,0,0,0,0,0,10,0.0,83.24500309021836
39032,Persona,,,65.0,Masculino,5,0,10,0,33530,33530,5,0.0,91.62250154510919
39033,Empresa,Manufactura,20.0,,,15,14775,0,40483500,0,40483500,12,0.0,79.89400370826203
39034,Persona,,,56.0,Masculino,3,6,6,16428,23208,39636,2,0.0,96.64900061804367
39035,Persona,,,74.0,Femenino,13,0,13,0,48906,48906,7,0.0,88.27150216315286
39036,Persona,,,69.0,Masculino,16,16,0,154512,0,154512,8,0.0,86.59600247217469
39037,Empresa,Retail,44.0,,,16,16464,0,128814336,0,128814336,12,0.0,79.89400370826203
39038,Persona,,,33.0,Masculino,6,0,0,0,0,0,3,0.0,94.97350092706552
39039,Persona,,,20.0,Masculino,24,0,0,0,0,0,8,0.0,86.59600247217469
39040,Empresa,Manufactura,21.0,,,13,13338,0,86230170,0,86230170,8,0.0,86.59600247217469
39041,Empresa,Retail,34.0,,,24,23616,24,76610304,100200,76710504,7,0.0,88.27150216315286
39042,Persona,,,24.0,Masculino,10,10,0,75000,0,75000,5,0.0,91.62250154510919
39043,Persona,,,29.0,Femenino,4,4,4,38760,12864,51624,1,0.0,98.32450030902184
39044,Persona,,,36.0,Femenino,11,0,11,0,28710,28710,7,0.0,88.27150216315286
39045,Persona,,,76.0,Femenino,2,6,2,54348,4946,59294,1,0.0,98.32450030902184
39046,Empresa,Retail,43.0,,,33,31713,165,139695765,657525,140353290,7,0.0,88.27150216315286
39047,Empresa,Retail,38.0,,,31,31434,0,139189752,0,139189752,8,0.0,86.59600247217469
39048,Persona,,,19.0,Femenino,6,6,0,19944,0,19944,6,0.0,89.94700185413102
39049,Empresa,Retail,41.0,,,31,32302,31,181311126,127937,181439063,7,0.0,88.27150216315286
39050,Persona,,,47.0,Masculino,11,0,22,0,34298,34298,4,0.0,93.29800123608734
39051,Persona,,,72.0,Femenino,13,13,13,71110,46904,118014,3,0.0,94.97350092706552
39052,Persona,,,24.0,Masculino,23,0,0,0,0,0,10,0.0,83.24500309021836
39053,Persona,,,60.0,Femenino,17,34,0,237422,0,237422,5,0.0,91.62250154510919
39054,Persona,,,45.0,Femenino,14,0,14,0,31976,31976,8,0.0,86.59600247217469
39055,Persona,,,45.0,Femenino,14,28,42,204568,140868,345436,4,0.0,93.29800123608734
